date,division,index
1993-11-01,07,66.9
1993-11-01,06,65.1
1993-11-01,01,53.8
1993-11-01,05,81.8
1993-11-01,13,
1993-11-01,03,122.0
1993-11-01,04,74.1
1993-12-01,11,
1993-12-01,04,73.8
1993-12-01,05,82.0
1993-12-01,09,81.3
1993-12-01,12,
1993-12-01,06,65.1
1993-12-01,03,122.3
1993-12-01,13,
1993-12-01,10,
1993-12-01,overall,65.4
1993-12-01,08,
1993-12-01,07,69.0
1993-12-01,02,43.1
1993-12-01,01,54.1
1994-01-01,07,69.3
1994-01-01,04,73.9
1994-01-01,09,81.3
1994-01-01,12,
1994-01-01,08,
1994-01-01,13,
1994-01-01,03,122.4
1994-01-01,02,45.1
1994-01-01,05,82.1
1994-01-01,06,65.4
1994-01-01,10,
1994-01-01,overall,65.7
1994-01-01,01,54.7
1994-01-01,11,
1994-02-01,02,45.1
1994-02-01,01,56.2
1994-02-01,10,
1994-02-01,03,122.2
1994-02-01,06,65.6
1994-02-01,09,81.3
1994-02-01,05,82.2
1994-02-01,overall,66.3
1994-02-01,08,
1994-02-01,04,74.3
1994-02-01,07,69.4
1994-02-01,13,
1994-02-01,12,
1994-02-01,11,
1994-03-01,11,
1994-03-01,05,82.1
1994-03-01,12,
1994-03-01,09,81.3
1994-03-01,10,
1994-03-01,07,69.5
1994-03-01,08,
1994-03-01,04,74.3
1994-03-01,overall,66.1
1994-03-01,03,122.0
1994-03-01,06,65.8
1994-03-01,02,45.1
1994-03-01,01,55.6
1994-03-01,13,
1994-04-01,04,74.4
1994-04-01,13,
1994-04-01,overall,66.1
1994-04-01,08,
1994-04-01,12,
1994-04-01,01,55.1
1994-04-01,11,
1994-04-01,02,45.1
1994-04-01,03,122.6
1994-04-01,06,66.1
1994-04-01,07,69.5
1994-04-01,10,
1994-04-01,09,81.3
1994-04-01,05,82.2
1994-05-01,10,
1994-05-01,07,69.8
1994-05-01,09,81.3
1994-05-01,01,55.2
1994-05-01,06,66.5
1994-05-01,11,
1994-05-01,02,45.1
1994-05-01,03,122.3
1994-05-01,12,
1994-05-01,13,
1994-05-01,overall,66.2
1994-05-01,08,
1994-05-01,04,74.8
1994-05-01,05,82.2
1994-06-01,08,
1994-06-01,09,81.4
1994-06-01,04,74.8
1994-06-01,12,
1994-06-01,06,66.6
1994-06-01,overall,66.1
1994-06-01,11,
1994-06-01,05,82.2
1994-06-01,13,
1994-06-01,03,121.6
1994-06-01,07,69.9
1994-06-01,02,45.2
1994-06-01,01,54.8
1994-06-01,10,
1994-07-01,04,74.6
1994-07-01,10,
1994-07-01,09,81.5
1994-07-01,01,54.9
1994-07-01,05,82.4
1994-07-01,02,45.2
1994-07-01,11,
1994-07-01,03,122.5
1994-07-01,overall,66.6
1994-07-01,07,69.9
1994-07-01,08,
1994-07-01,12,
1994-07-01,06,66.8
1994-07-01,13,
1994-08-01,overall,66.7
1994-08-01,04,75.3
1994-08-01,10,
1994-08-01,08,
1994-08-01,13,
1994-08-01,07,70.2
1994-08-01,06,66.9
1994-08-01,12,
1994-08-01,01,54.8
1994-08-01,05,82.5
1994-08-01,11,
1994-08-01,09,81.8
1994-08-01,03,121.7
1994-08-01,02,45.3
1994-09-01,overall,67.0
1994-09-01,06,67.2
1994-09-01,07,70.3
1994-09-01,13,
1994-09-01,01,55.4
1994-09-01,02,45.2
1994-09-01,03,122.0
1994-09-01,11,
1994-09-01,05,82.5
1994-09-01,09,81.8
1994-09-01,12,
1994-09-01,04,75.3
1994-09-01,10,
1994-09-01,08,
1994-10-01,10,
1994-10-01,overall,67.1
1994-10-01,12,
1994-10-01,04,75.6
1994-10-01,01,55.7
1994-10-01,06,67.3
1994-10-01,05,82.6
1994-10-01,08,
1994-10-01,03,121.4
1994-10-01,13,
1994-10-01,02,45.2
1994-10-01,11,
1994-10-01,07,70.3
1994-10-01,09,81.9
1994-11-01,05,82.7
1994-11-01,07,70.6
1994-11-01,13,
1994-11-01,10,
1994-11-01,09,81.8
1994-11-01,02,45.3
1994-11-01,12,
1994-11-01,overall,67.5
1994-11-01,04,76.2
1994-11-01,08,
1994-11-01,03,121.7
1994-11-01,11,
1994-11-01,06,67.4
1994-11-01,01,56.2
1994-12-01,04,76.2
1994-12-01,10,
1994-12-01,overall,67.7
1994-12-01,02,45.3
1994-12-01,11,
1994-12-01,09,81.7
1994-12-01,01,56.7
1994-12-01,03,121.8
1994-12-01,08,
1994-12-01,06,67.5
1994-12-01,12,
1994-12-01,07,70.6
1994-12-01,13,
1994-12-01,05,82.6
1995-01-01,04,76.4
1995-01-01,08,
1995-01-01,06,67.7
1995-01-01,overall,68.0
1995-01-01,11,
1995-01-01,02,45.5
1995-01-01,01,57.2
1995-01-01,05,82.6
1995-01-01,13,
1995-01-01,10,
1995-01-01,03,122.3
1995-01-01,09,82.7
1995-01-01,12,
1995-01-01,07,70.7
1995-02-01,04,76.8
1995-02-01,08,
1995-02-01,06,67.8
1995-02-01,12,
1995-02-01,07,70.7
1995-02-01,13,
1995-02-01,overall,68.4
1995-02-01,11,
1995-02-01,09,82.9
1995-02-01,02,45.5
1995-02-01,03,122.4
1995-02-01,10,
1995-02-01,05,82.6
1995-02-01,01,57.9
1995-03-01,01,57.6
1995-03-01,04,76.8
1995-03-01,07,70.7
1995-03-01,05,83.1
1995-03-01,12,
1995-03-01,11,
1995-03-01,02,45.6
1995-03-01,overall,68.3
1995-03-01,09,83.3
1995-03-01,06,68.0
1995-03-01,10,
1995-03-01,13,
1995-03-01,03,122.5
1995-03-01,08,
1995-04-01,03,122.4
1995-04-01,12,
1995-04-01,09,83.4
1995-04-01,13,
1995-04-01,10,
1995-04-01,06,68.3
1995-04-01,11,
1995-04-01,overall,68.3
1995-04-01,08,
1995-04-01,01,57.4
1995-04-01,07,70.8
1995-04-01,04,77.0
1995-04-01,05,83.1
1995-04-01,02,45.6
1995-05-01,08,
1995-05-01,12,
1995-05-01,11,
1995-05-01,06,68.6
1995-05-01,07,70.9
1995-05-01,10,
1995-05-01,05,85.3
1995-05-01,13,
1995-05-01,01,58.0
1995-05-01,02,46.4
1995-05-01,04,77.3
1995-05-01,03,122.0
1995-05-01,overall,68.8
1995-05-01,09,83.4
1995-06-01,09,83.5
1995-06-01,10,
1995-06-01,08,
1995-06-01,01,57.8
1995-06-01,03,122.0
1995-06-01,overall,68.8
1995-06-01,11,
1995-06-01,07,71.1
1995-06-01,06,68.6
1995-06-01,13,
1995-06-01,02,46.5
1995-06-01,12,
1995-06-01,05,85.3
1995-06-01,04,77.4
1995-07-01,11,
1995-07-01,07,71.4
1995-07-01,09,83.5
1995-07-01,08,
1995-07-01,10,
1995-07-01,04,77.4
1995-07-01,05,85.6
1995-07-01,overall,68.9
1995-07-01,02,46.6
1995-07-01,03,122.5
1995-07-01,06,68.7
1995-07-01,13,
1995-07-01,01,58.0
1995-07-01,12,
1995-08-01,13,
1995-08-01,07,71.4
1995-08-01,01,58.1
1995-08-01,11,
1995-08-01,05,85.6
1995-08-01,03,121.8
1995-08-01,06,68.8
1995-08-01,10,
1995-08-01,12,
1995-08-01,overall,69.0
1995-08-01,08,
1995-08-01,09,84.0
1995-08-01,04,77.9
1995-08-01,02,46.6
1995-09-01,overall,69.3
1995-09-01,11,
1995-09-01,13,
1995-09-01,03,122.0
1995-09-01,08,
1995-09-01,09,84.0
1995-09-01,06,69.1
1995-09-01,05,85.7
1995-09-01,04,77.9
1995-09-01,10,
1995-09-01,01,58.4
1995-09-01,12,
1995-09-01,07,71.4
1995-09-01,02,46.7
1995-10-01,07,71.8
1995-10-01,11,
1995-10-01,02,46.7
1995-10-01,01,58.7
1995-10-01,13,
1995-10-01,overall,69.4
1995-10-01,08,
1995-10-01,03,120.9
1995-10-01,04,77.9
1995-10-01,05,85.7
1995-10-01,06,69.1
1995-10-01,10,
1995-10-01,09,84.0
1995-10-01,12,
1995-11-01,13,
1995-11-01,09,84.0
1995-11-01,01,59.1
1995-11-01,10,
1995-11-01,04,78.5
1995-11-01,overall,69.7
1995-11-01,03,121.5
1995-11-01,05,85.7
1995-11-01,06,69.2
1995-11-01,08,
1995-11-01,07,71.8
1995-11-01,02,46.7
1995-11-01,11,
1995-11-01,12,
1995-12-01,03,121.6
1995-12-01,04,78.5
1995-12-01,02,46.7
1995-12-01,13,
1995-12-01,01,59.4
1995-12-01,overall,69.9
1995-12-01,10,
1995-12-01,05,85.7
1995-12-01,12,
1995-12-01,11,
1995-12-01,06,69.3
1995-12-01,07,71.9
1995-12-01,09,84.1
1995-12-01,08,
1996-01-01,overall,70.3
1996-01-01,04,78.5
1996-01-01,11,
1996-01-01,08,
1996-01-01,12,
1996-01-01,07,72.1
1996-01-01,10,
1996-01-01,06,70.1
1996-01-01,01,60.0
1996-01-01,05,85.6
1996-01-01,09,85.5
1996-01-01,13,
1996-01-01,02,46.7
1996-01-01,03,121.9
1996-02-01,overall,70.8
1996-02-01,06,70.3
1996-02-01,07,72.1
1996-02-01,12,
1996-02-01,13,
1996-02-01,02,46.6
1996-02-01,01,60.7
1996-02-01,09,86.2
1996-02-01,05,85.5
1996-02-01,10,
1996-02-01,03,120.7
1996-02-01,04,79.4
1996-02-01,11,
1996-02-01,08,
1996-03-01,11,
1996-03-01,13,
1996-03-01,10,
1996-03-01,04,79.0
1996-03-01,01,60.3
1996-03-01,03,121.8
1996-03-01,05,85.6
1996-03-01,08,
1996-03-01,overall,70.5
1996-03-01,12,
1996-03-01,02,46.7
1996-03-01,06,70.5
1996-03-01,09,86.3
1996-03-01,07,72.1
1996-04-01,05,85.6
1996-04-01,07,72.1
1996-04-01,06,70.7
1996-04-01,11,
1996-04-01,12,
1996-04-01,02,46.7
1996-04-01,10,
1996-04-01,overall,70.9
1996-04-01,04,79.0
1996-04-01,08,
1996-04-01,03,121.5
1996-04-01,09,86.5
1996-04-01,13,
1996-04-01,01,60.9
1996-05-01,04,80.0
1996-05-01,07,72.5
1996-05-01,03,121.6
1996-05-01,overall,71.2
1996-05-01,09,86.5
1996-05-01,06,70.8
1996-05-01,01,61.1
1996-05-01,13,
1996-05-01,02,47.5
1996-05-01,08,
1996-05-01,10,
1996-05-01,12,
1996-05-01,11,
1996-05-01,05,85.5
1996-06-01,overall,71.3
1996-06-01,06,70.9
1996-06-01,11,
1996-06-01,09,86.6
1996-06-01,08,
1996-06-01,07,72.6
1996-06-01,01,61.3
1996-06-01,10,
1996-06-01,12,
1996-06-01,13,
1996-06-01,03,121.5
1996-06-01,04,80.0
1996-06-01,05,85.5
1996-06-01,02,47.5
1996-07-01,07,71.9
1996-07-01,04,80.0
1996-07-01,03,121.6
1996-07-01,11,
1996-07-01,08,
1996-07-01,09,86.6
1996-07-01,02,47.6
1996-07-01,06,71.3
1996-07-01,overall,71.5
1996-07-01,05,85.7
1996-07-01,13,
1996-07-01,01,61.9
1996-07-01,12,
1996-07-01,10,
1996-08-01,10,
1996-08-01,07,71.9
1996-08-01,01,61.7
1996-08-01,04,80.6
1996-08-01,13,
1996-08-01,05,85.7
1996-08-01,09,86.6
1996-08-01,overall,71.5
1996-08-01,11,
1996-08-01,06,71.4
1996-08-01,02,47.6
1996-08-01,08,
1996-08-01,03,121.0
1996-08-01,12,
1996-09-01,overall,71.8
1996-09-01,02,47.6
1996-09-01,10,
1996-09-01,13,
1996-09-01,03,121.0
1996-09-01,12,
1996-09-01,11,
1996-09-01,09,86.3
1996-09-01,08,
1996-09-01,01,62.2
1996-09-01,07,72.0
1996-09-01,05,85.7
1996-09-01,04,80.6
1996-09-01,06,71.6
1996-10-01,04,80.7
1996-10-01,09,86.3
1996-10-01,03,119.5
1996-10-01,08,
1996-10-01,07,72.1
1996-10-01,02,47.6
1996-10-01,01,62.2
1996-10-01,06,71.8
1996-10-01,10,
1996-10-01,13,
1996-10-01,12,
1996-10-01,overall,71.8
1996-10-01,11,
1996-10-01,05,85.6
1996-11-01,12,
1996-11-01,13,
1996-11-01,09,86.2
1996-11-01,overall,72.0
1996-11-01,04,81.0
1996-11-01,03,121.4
1996-11-01,08,
1996-11-01,07,72.3
1996-11-01,11,
1996-11-01,01,62.8
1996-11-01,05,85.6
1996-11-01,02,47.6
1996-11-01,06,71.8
1996-11-01,10,
1996-12-01,13,
1996-12-01,12,
1996-12-01,10,
1996-12-01,06,72.0
1996-12-01,09,86.2
1996-12-01,overall,72.2
1996-12-01,01,63.2
1996-12-01,07,72.4
1996-12-01,04,80.7
1996-12-01,02,47.6
1996-12-01,05,85.6
1996-12-01,11,
1996-12-01,03,120.4
1996-12-01,08,
1997-01-01,04,80.7
1997-01-01,06,72.7
1997-01-01,08,
1997-01-01,01,63.5
1997-01-01,03,120.8
1997-01-01,02,47.5
1997-01-01,overall,72.5
1997-01-01,12,
1997-01-01,05,85.6
1997-01-01,11,
1997-01-01,10,
1997-01-01,09,86.4
1997-01-01,13,
1997-01-01,07,72.6
1997-02-01,04,81.4
1997-02-01,08,
1997-02-01,10,
1997-02-01,overall,72.9
1997-02-01,11,
1997-02-01,01,64.2
1997-02-01,05,85.7
1997-02-01,09,86.5
1997-02-01,12,
1997-02-01,13,
1997-02-01,06,72.9
1997-02-01,07,72.6
1997-02-01,03,121.1
1997-02-01,02,47.5
1997-03-01,overall,72.8
1997-03-01,13,
1997-03-01,02,47.5
1997-03-01,09,86.6
1997-03-01,04,81.4
1997-03-01,08,
1997-03-01,11,
1997-03-01,10,
1997-03-01,03,120.8
1997-03-01,07,72.6
1997-03-01,01,63.9
1997-03-01,12,
1997-03-01,06,73.1
1997-03-01,05,85.7
1997-04-01,09,86.6
1997-04-01,05,85.7
1997-04-01,07,72.6
1997-04-01,12,
1997-04-01,03,120.6
1997-04-01,06,73.1
1997-04-01,10,
1997-04-01,01,63.5
1997-04-01,04,81.4
1997-04-01,13,
1997-04-01,08,
1997-04-01,02,47.6
1997-04-01,overall,72.7
1997-04-01,11,
1997-05-01,05,85.6
1997-05-01,03,120.3
1997-05-01,02,47.6
1997-05-01,04,82.6
1997-05-01,01,63.5
1997-05-01,07,72.6
1997-05-01,06,73.4
1997-05-01,overall,73.0
1997-05-01,08,
1997-05-01,11,
1997-05-01,13,
1997-05-01,12,
1997-05-01,10,
1997-05-01,09,86.6
1997-06-01,03,120.8
1997-06-01,01,63.3
1997-06-01,05,85.6
1997-06-01,07,72.6
1997-06-01,10,
1997-06-01,11,
1997-06-01,09,86.6
1997-06-01,04,82.7
1997-06-01,12,
1997-06-01,02,47.6
1997-06-01,overall,72.9
1997-06-01,06,73.6
1997-06-01,13,
1997-06-01,08,
1997-07-01,12,
1997-07-01,03,120.9
1997-07-01,09,86.7
1997-07-01,02,47.6
1997-07-01,overall,73.0
1997-07-01,13,
1997-07-01,04,82.7
1997-07-01,06,73.8
1997-07-01,11,
1997-07-01,10,
1997-07-01,07,72.6
1997-07-01,08,
1997-07-01,01,63.5
1997-07-01,05,85.5
1997-08-01,04,83.2
1997-08-01,05,85.4
1997-08-01,12,
1997-08-01,11,
1997-08-01,10,
1997-08-01,overall,73.2
1997-08-01,07,72.6
1997-08-01,03,120.9
1997-08-01,02,48.3
1997-08-01,06,73.9
1997-08-01,13,
1997-08-01,08,
1997-08-01,01,63.6
1997-08-01,09,86.7
1997-09-01,overall,73.4
1997-09-01,10,
1997-09-01,06,74.0
1997-09-01,03,120.3
1997-09-01,07,72.6
1997-09-01,04,83.2
1997-09-01,01,64.1
1997-09-01,08,
1997-09-01,11,
1997-09-01,02,48.3
1997-09-01,13,
1997-09-01,05,85.4
1997-09-01,09,86.8
1997-09-01,12,
1997-10-01,03,119.0
1997-10-01,09,86.8
1997-10-01,01,64.6
1997-10-01,10,
1997-10-01,06,74.2
1997-10-01,07,72.6
1997-10-01,05,85.9
1997-10-01,12,
1997-10-01,overall,73.7
1997-10-01,02,48.3
1997-10-01,13,
1997-10-01,08,
1997-10-01,11,
1997-10-01,04,83.3
1997-11-01,04,84.0
1997-11-01,overall,73.9
1997-11-01,08,
1997-11-01,10,
1997-11-01,11,
1997-11-01,06,74.6
1997-11-01,13,
1997-11-01,09,86.9
1997-11-01,12,
1997-11-01,05,86.1
1997-11-01,07,72.8
1997-11-01,02,48.3
1997-11-01,01,64.7
1997-11-01,03,120.8
1997-12-01,03,119.9
1997-12-01,01,65.5
1997-12-01,02,48.4
1997-12-01,07,72.4
1997-12-01,06,75.1
1997-12-01,10,
1997-12-01,overall,74.3
1997-12-01,13,
1997-12-01,11,
1997-12-01,08,
1997-12-01,09,87.2
1997-12-01,05,86.4
1997-12-01,04,84.1
1997-12-01,12,
1998-01-01,02,48.4
1998-01-01,12,
1998-01-01,04,84.1
1998-01-01,01,66.7
1998-01-01,09,87.8
1998-01-01,03,120.6
1998-01-01,11,
1998-01-01,08,
1998-01-01,06,75.8
1998-01-01,overall,75.0
1998-01-01,13,
1998-01-01,10,
1998-01-01,07,72.7
1998-01-01,05,86.7
1998-02-01,13,
1998-02-01,08,
1998-02-01,09,88.2
1998-02-01,overall,76.1
1998-02-01,06,76.6
1998-02-01,11,
1998-02-01,12,
1998-02-01,01,68.5
1998-02-01,05,87.4
1998-02-01,07,72.7
1998-02-01,04,85.3
1998-02-01,10,
1998-02-01,02,48.6
1998-02-01,03,121.8
1998-03-01,overall,76.6
1998-03-01,10,
1998-03-01,01,69.2
1998-03-01,13,
1998-03-01,02,48.7
1998-03-01,12,
1998-03-01,05,88.3
1998-03-01,08,
1998-03-01,04,85.3
1998-03-01,07,72.7
1998-03-01,03,121.7
1998-03-01,09,88.5
1998-03-01,11,
1998-03-01,06,77.3
1998-04-01,10,
1998-04-01,03,122.2
1998-04-01,overall,76.7
1998-04-01,07,72.6
1998-04-01,11,
1998-04-01,04,85.3
1998-04-01,09,88.6
1998-04-01,06,77.7
1998-04-01,01,69.5
1998-04-01,08,
1998-04-01,05,88.7
1998-04-01,12,
1998-04-01,02,48.8
1998-04-01,13,
1998-05-01,13,
1998-05-01,05,89.1
1998-05-01,07,72.6
1998-05-01,12,
1998-05-01,11,
1998-05-01,06,77.9
1998-05-01,09,88.7
1998-05-01,01,69.7
1998-05-01,04,86.3
1998-05-01,overall,76.9
1998-05-01,03,121.1
1998-05-01,10,
1998-05-01,02,48.9
1998-05-01,08,
1998-06-01,08,
1998-06-01,05,89.2
1998-06-01,07,72.5
1998-06-01,overall,77.5
1998-06-01,01,70.7
1998-06-01,13,
1998-06-01,02,49.1
1998-06-01,11,
1998-06-01,09,89.6
1998-06-01,10,
1998-06-01,04,86.3
1998-06-01,12,
1998-06-01,06,78.6
1998-06-01,03,122.2
1998-07-01,08,
1998-07-01,10,
1998-07-01,07,72.4
1998-07-01,overall,77.3
1998-07-01,01,70.1
1998-07-01,05,89.5
1998-07-01,12,
1998-07-01,13,
1998-07-01,11,
1998-07-01,04,86.3
1998-07-01,09,90.0
1998-07-01,02,49.2
1998-07-01,03,121.7
1998-07-01,06,78.7
1998-08-01,09,90.2
1998-08-01,13,
1998-08-01,03,121.9
1998-08-01,08,
1998-08-01,10,
1998-08-01,05,89.7
1998-08-01,02,49.2
1998-08-01,overall,77.4
1998-08-01,01,69.9
1998-08-01,07,72.4
1998-08-01,11,
1998-08-01,04,86.8
1998-08-01,12,
1998-08-01,06,78.8
1998-09-01,03,120.6
1998-09-01,12,
1998-09-01,13,
1998-09-01,02,50.8
1998-09-01,06,79.1
1998-09-01,04,86.8
1998-09-01,overall,77.5
1998-09-01,11,
1998-09-01,05,89.8
1998-09-01,08,
1998-09-01,07,72.4
1998-09-01,10,
1998-09-01,09,90.2
1998-09-01,01,70.0
1998-10-01,overall,77.5
1998-10-01,06,79.4
1998-10-01,12,
1998-10-01,07,72.4
1998-10-01,09,90.3
1998-10-01,05,89.9
1998-10-01,13,
1998-10-01,02,51.0
1998-10-01,11,
1998-10-01,01,70.1
1998-10-01,04,86.8
1998-10-01,08,
1998-10-01,10,
1998-10-01,03,119.9
1998-11-01,06,79.6
1998-11-01,01,71.0
1998-11-01,08,
1998-11-01,11,
1998-11-01,04,87.0
1998-11-01,02,53.5
1998-11-01,05,90.0
1998-11-01,13,
1998-11-01,12,
1998-11-01,overall,78.1
1998-11-01,10,
1998-11-01,07,72.4
1998-11-01,09,90.7
1998-11-01,03,120.2
1998-12-01,11,
1998-12-01,02,53.5
1998-12-01,03,119.8
1998-12-01,overall,78.2
1998-12-01,09,90.7
1998-12-01,04,87.0
1998-12-01,08,
1998-12-01,01,71.2
1998-12-01,07,72.4
1998-12-01,10,
1998-12-01,05,90.0
1998-12-01,06,79.7
1998-12-01,13,
1998-12-01,12,
1999-01-01,10,
1999-01-01,overall,78.9
1999-01-01,03,119.0
1999-01-01,09,91.9
1999-01-01,12,
1999-01-01,05,90.1
1999-01-01,06,79.8
1999-01-01,13,
1999-01-01,07,72.4
1999-01-01,08,
1999-01-01,11,
1999-01-01,04,87.0
1999-01-01,01,72.7
1999-01-01,02,53.5
1999-02-01,04,87.3
1999-02-01,02,53.5
1999-02-01,08,
1999-02-01,11,
1999-02-01,10,
1999-02-01,12,
1999-02-01,01,72.9
1999-02-01,13,
1999-02-01,06,80.0
1999-02-01,03,118.7
1999-02-01,05,90.2
1999-02-01,09,91.9
1999-02-01,07,72.7
1999-02-01,overall,79.0
1999-03-01,03,120.1
1999-03-01,05,90.2
1999-03-01,11,
1999-03-01,09,91.8
1999-03-01,07,72.8
1999-03-01,overall,78.9
1999-03-01,06,80.2
1999-03-01,01,72.3
1999-03-01,12,
1999-03-01,08,
1999-03-01,02,53.6
1999-03-01,04,87.3
1999-03-01,13,
1999-03-01,10,
1999-04-01,10,
1999-04-01,09,91.9
1999-04-01,13,
1999-04-01,08,
1999-04-01,01,72.7
1999-04-01,02,53.6
1999-04-01,03,119.2
1999-04-01,06,80.3
1999-04-01,12,
1999-04-01,overall,78.9
1999-04-01,07,72.2
1999-04-01,11,
1999-04-01,04,87.3
1999-04-01,05,90.2
1999-05-01,07,73.0
1999-05-01,10,
1999-05-01,04,87.4
1999-05-01,03,119.0
1999-05-01,05,90.2
1999-05-01,overall,79.2
1999-05-01,12,
1999-05-01,11,
1999-05-01,02,53.6
1999-05-01,06,80.5
1999-05-01,13,
1999-05-01,01,73.1
1999-05-01,08,
1999-05-01,09,91.8
1999-06-01,13,
1999-06-01,01,73.0
1999-06-01,06,80.6
1999-06-01,02,53.6
1999-06-01,11,
1999-06-01,04,87.4
1999-06-01,12,
1999-06-01,05,90.4
1999-06-01,overall,79.1
1999-06-01,07,73.0
1999-06-01,08,
1999-06-01,03,119.0
1999-06-01,10,
1999-06-01,09,91.7
1999-07-01,03,118.6
1999-07-01,11,
1999-07-01,04,87.5
1999-07-01,07,73.1
1999-07-01,08,
1999-07-01,13,
1999-07-01,12,
1999-07-01,overall,79.2
1999-07-01,01,73.1
1999-07-01,10,
1999-07-01,02,53.6
1999-07-01,06,80.7
1999-07-01,05,90.2
1999-07-01,09,91.7
1999-08-01,10,
1999-08-01,09,91.7
1999-08-01,11,
1999-08-01,overall,79.1
1999-08-01,07,73.0
1999-08-01,04,87.7
1999-08-01,02,53.7
1999-08-01,08,
1999-08-01,13,
1999-08-01,12,
1999-08-01,01,72.7
1999-08-01,05,90.2
1999-08-01,06,80.8
1999-08-01,03,118.7
1999-09-01,11,
1999-09-01,overall,79.1
1999-09-01,07,73.1
1999-09-01,04,87.7
1999-09-01,03,118.4
1999-09-01,02,54.5
1999-09-01,08,
1999-09-01,13,
1999-09-01,12,
1999-09-01,01,72.7
1999-09-01,05,90.2
1999-09-01,09,91.7
1999-09-01,06,81.0
1999-09-01,10,
1999-10-01,07,73.1
1999-10-01,11,
1999-10-01,08,
1999-10-01,04,87.7
1999-10-01,03,117.8
1999-10-01,02,54.6
1999-10-01,06,81.1
1999-10-01,13,
1999-10-01,05,90.1
1999-10-01,12,
1999-10-01,overall,79.1
1999-10-01,09,91.7
1999-10-01,10,
1999-10-01,01,72.6
1999-11-01,07,73.1
1999-11-01,overall,79.3
1999-11-01,09,91.7
1999-11-01,04,87.8
1999-11-01,06,81.3
1999-11-01,11,
1999-11-01,10,
1999-11-01,13,
1999-11-01,08,
1999-11-01,03,117.8
1999-11-01,01,73.1
1999-11-01,12,
1999-11-01,02,54.6
1999-11-01,05,90.2
1999-12-01,05,90.1
1999-12-01,01,74.8
1999-12-01,12,
1999-12-01,07,73.1
1999-12-01,06,81.4
1999-12-01,10,
1999-12-01,13,
1999-12-01,02,54.7
1999-12-01,08,
1999-12-01,overall,80.2
1999-12-01,11,
1999-12-01,03,117.2
1999-12-01,09,91.6
1999-12-01,04,87.9
2000-01-01,13,
2000-01-01,04,87.9
2000-01-01,08,
2000-01-01,07,73.6
2000-01-01,03,117.4
2000-01-01,05,90.3
2000-01-01,overall,80.2
2000-01-01,12,
2000-01-01,10,
2000-01-01,09,92.0
2000-01-01,11,
2000-01-01,01,74.9
2000-01-01,02,54.9
2000-01-01,06,81.7
2000-02-01,12,
2000-02-01,04,88.4
2000-02-01,13,
2000-02-01,01,74.7
2000-02-01,07,73.6
2000-02-01,11,
2000-02-01,08,
2000-02-01,03,118.0
2000-02-01,10,
2000-02-01,09,92.1
2000-02-01,06,81.7
2000-02-01,05,90.3
2000-02-01,02,54.9
2000-02-01,overall,80.3
2000-03-01,11,
2000-03-01,07,73.6
2000-03-01,10,
2000-03-01,09,92.3
2000-03-01,overall,80.2
2000-03-01,12,
2000-03-01,13,
2000-03-01,06,81.7
2000-03-01,08,
2000-03-01,02,55.0
2000-03-01,05,90.3
2000-03-01,01,74.4
2000-03-01,04,88.4
2000-03-01,03,117.1
2000-04-01,10,
2000-04-01,05,90.3
2000-04-01,09,92.4
2000-04-01,11,
2000-04-01,12,
2000-04-01,13,
2000-04-01,01,74.3
2000-04-01,06,81.9
2000-04-01,03,117.4
2000-04-01,07,73.7
2000-04-01,02,55.0
2000-04-01,08,
2000-04-01,overall,80.2
2000-04-01,04,88.4
2000-05-01,10,
2000-05-01,04,88.7
2000-05-01,05,90.3
2000-05-01,overall,80.3
2000-05-01,09,92.2
2000-05-01,08,
2000-05-01,02,55.1
2000-05-01,11,
2000-05-01,01,74.4
2000-05-01,03,117.1
2000-05-01,06,82.1
2000-05-01,12,
2000-05-01,07,73.8
2000-05-01,13,
2000-06-01,07,73.8
2000-06-01,13,
2000-06-01,12,
2000-06-01,06,82.2
2000-06-01,03,116.9
2000-06-01,01,74.4
2000-06-01,04,88.7
2000-06-01,11,
2000-06-01,02,55.1
2000-06-01,08,
2000-06-01,09,92.2
2000-06-01,10,
2000-06-01,05,90.3
2000-06-01,overall,80.3
2000-07-01,07,74.0
2000-07-01,05,90.3
2000-07-01,04,88.8
2000-07-01,overall,80.4
2000-07-01,12,
2000-07-01,11,
2000-07-01,10,
2000-07-01,02,55.1
2000-07-01,01,74.4
2000-07-01,03,117.0
2000-07-01,09,92.3
2000-07-01,13,
2000-07-01,08,
2000-07-01,06,82.4
2000-08-01,05,90.1
2000-08-01,10,
2000-08-01,11,
2000-08-01,09,92.2
2000-08-01,07,74.3
2000-08-01,12,
2000-08-01,overall,80.4
2000-08-01,01,74.1
2000-08-01,06,82.6
2000-08-01,13,
2000-08-01,02,55.2
2000-08-01,04,89.0
2000-08-01,03,115.5
2000-08-01,08,
2000-09-01,03,116.7
2000-09-01,02,55.2
2000-09-01,12,
2000-09-01,04,89.0
2000-09-01,05,90.1
2000-09-01,08,
2000-09-01,10,
2000-09-01,11,
2000-09-01,01,74.0
2000-09-01,09,92.4
2000-09-01,13,
2000-09-01,06,82.6
2000-09-01,07,74.3
2000-09-01,overall,80.4
2000-10-01,02,55.3
2000-10-01,06,82.7
2000-10-01,09,92.4
2000-10-01,13,
2000-10-01,10,
2000-10-01,04,89.2
2000-10-01,03,115.6
2000-10-01,01,74.0
2000-10-01,08,
2000-10-01,05,90.1
