date,bank,rate,value
2000-10-01,commercial,fdr_9mo,3.74
2000-10-01,investment,fdr_6mo,3.37
2000-10-01,commercial,fdr_1mo,3.45
2000-10-01,commercial,walr,7.606746296721491
2000-10-01,commercial,fdr_6mo,3.55
2000-10-01,commercial,fdr_12mo,4.25
2000-10-01,investment,fdr_3mo,3.16
2000-10-01,investment,fdr_1mo,3.15
2000-10-01,investment,fdr_9mo,0.0
2000-10-01,commercial,sr,2.84
2000-10-01,commercial,blr,6.76
2000-10-01,investment,alr,7.25
2000-11-01,commercial,fdr_3mo,3.48
2000-11-01,investment,fdr_12mo,4.15
2000-11-01,commercial,blr,6.76
2000-11-01,commercial,fdr_12mo,4.25
2000-11-01,commercial,alr,7.58
2000-11-01,commercial,fdr_9mo,3.73
2000-11-01,investment,fdr_9mo,4.0
2000-11-01,investment,fdr_6mo,3.25
2000-11-01,commercial,fdr_1mo,3.44
2000-11-01,commercial,walr,7.612345042506382
2000-11-01,commercial,fdr_6mo,3.54
2000-11-01,investment,fdr_3mo,3.17
2000-11-01,commercial,sr,2.82
2000-11-01,investment,fdr_1mo,3.12
2000-11-01,investment,alr,7.13
2000-12-01,commercial,fdr_1mo,3.44
2000-12-01,investment,fdr_9mo,3.68
2000-12-01,commercial,blr,6.79
2000-12-01,investment,fdr_6mo,3.3
2000-12-01,investment,fdr_12mo,4.23
2000-12-01,investment,alr,7.03
2000-12-01,commercial,sr,2.73
2000-12-01,commercial,fdr_9mo,3.7
2000-12-01,investment,fdr_3mo,3.24
2000-12-01,commercial,alr,7.46
2000-12-01,investment,fdr_1mo,3.13
2000-12-01,commercial,fdr_12mo,4.24
2000-12-01,commercial,walr,7.374586251920688
2000-12-01,commercial,fdr_6mo,3.5
2000-12-01,commercial,fdr_3mo,3.47
2001-01-01,investment,fdr_9mo,3.4
2001-01-01,commercial,walr,7.382650747706381
2001-01-01,commercial,fdr_6mo,3.52
2001-01-01,commercial,fdr_12mo,4.24
2001-01-01,commercial,fdr_3mo,3.46
2001-01-01,investment,alr,7.0
2001-01-01,commercial,alr,7.390000000000001
2001-01-01,commercial,fdr_1mo,3.44
2001-01-01,investment,fdr_3mo,3.15
2001-01-01,investment,fdr_1mo,3.06
2001-01-01,commercial,fdr_9mo,3.69
2001-01-01,commercial,sr,2.7
2001-01-01,investment,fdr_12mo,3.77
2001-01-01,investment,fdr_6mo,3.24
2001-01-01,commercial,blr,6.79
2001-02-01,investment,fdr_3mo,3.09
2001-02-01,commercial,fdr_12mo,4.24
2001-02-01,investment,fdr_6mo,3.15
2001-02-01,commercial,fdr_1mo,3.43
2001-02-01,commercial,sr,2.68
2001-02-01,investment,alr,6.99
2001-02-01,commercial,fdr_9mo,3.67
2001-02-01,commercial,alr,7.38
2001-02-01,commercial,blr,6.79
2001-02-01,investment,fdr_12mo,4.35
2001-02-01,investment,fdr_1mo,3.0500000000000003
2001-02-01,commercial,fdr_6mo,3.52
2001-02-01,commercial,walr,7.3500869072812
2001-02-01,commercial,fdr_3mo,3.46
2001-02-01,investment,fdr_9mo,3.45
2001-03-01,commercial,fdr_1mo,3.43
2001-03-01,commercial,fdr_9mo,3.63
2001-03-01,investment,fdr_9mo,0.0
2001-03-01,commercial,fdr_3mo,3.45
2001-03-01,commercial,fdr_12mo,4.24
2001-03-01,commercial,walr,7.28334028904588
2001-03-01,investment,fdr_1mo,3.0500000000000003
2001-03-01,investment,fdr_12mo,4.0
2001-03-01,commercial,fdr_6mo,3.5
2001-03-01,commercial,blr,6.79
2001-03-01,investment,alr,7.0600000000000005
2001-03-01,commercial,alr,7.3
2001-03-01,commercial,sr,2.66
2001-03-01,investment,fdr_3mo,3.21
2001-03-01,investment,fdr_6mo,3.09
2001-04-01,investment,fdr_6mo,3.3
2001-04-01,commercial,walr,7.250214566953799
2001-04-01,commercial,fdr_1mo,3.43
2001-04-01,commercial,alr,7.28
2001-04-01,investment,alr,7.03
2001-04-01,investment,fdr_9mo,3.18
2001-04-01,commercial,fdr_3mo,3.44
2001-04-01,investment,fdr_1mo,3.0300000000000002
2001-04-01,investment,fdr_12mo,3.77
2001-04-01,commercial,fdr_6mo,3.49
2001-04-01,commercial,blr,6.79
2001-04-01,commercial,fdr_9mo,3.62
2001-04-01,commercial,fdr_12mo,4.24
2001-04-01,commercial,sr,2.69
2001-04-01,investment,fdr_3mo,3.08
2001-05-01,investment,fdr_6mo,3.26
2001-05-01,investment,fdr_3mo,3.15
2001-05-01,commercial,fdr_1mo,3.43
2001-05-01,commercial,walr,7.23068423903573
2001-05-01,commercial,fdr_12mo,4.24
2001-05-01,commercial,alr,7.2700000000000005
2001-05-01,investment,alr,7.0
2001-05-01,investment,fdr_9mo,0.0
2001-05-01,investment,fdr_1mo,3.0100000000000002
2001-05-01,commercial,sr,2.68
2001-05-01,investment,fdr_12mo,4.01
2001-05-01,commercial,fdr_3mo,3.44
2001-05-01,commercial,blr,6.79
2001-05-01,commercial,fdr_6mo,3.48
2001-05-01,commercial,fdr_9mo,3.61
2001-06-01,investment,alr,7.01
2001-06-01,commercial,fdr_9mo,3.61
2001-06-01,investment,fdr_3mo,3.12
2001-06-01,investment,fdr_6mo,3.22
2001-06-01,commercial,walr,7.163215580113283
2001-06-01,commercial,alr,7.19
2001-06-01,commercial,fdr_6mo,3.48
2001-06-01,commercial,fdr_1mo,3.43
2001-06-01,commercial,fdr_12mo,4.24
2001-06-01,investment,fdr_1mo,3.1
2001-06-01,investment,fdr_9mo,0.0
2001-06-01,investment,fdr_12mo,3.98
2001-06-01,commercial,sr,2.67
2001-06-01,commercial,fdr_3mo,3.44
2001-06-01,commercial,blr,6.79
2001-07-01,commercial,blr,6.79
2001-07-01,commercial,fdr_9mo,3.61
2001-07-01,commercial,fdr_3mo,3.44
2001-07-01,investment,alr,7.0
2001-07-01,investment,fdr_9mo,3.05
2001-07-01,commercial,sr,2.61
2001-07-01,commercial,fdr_1mo,3.43
2001-07-01,investment,fdr_12mo,4.01
2001-07-01,investment,fdr_1mo,3.0
2001-07-01,commercial,fdr_12mo,4.24
2001-07-01,commercial,fdr_6mo,3.48
2001-07-01,commercial,alr,7.21
2001-07-01,investment,fdr_6mo,3.23
2001-07-01,investment,fdr_3mo,3.06
2001-07-01,commercial,walr,7.139602436837193
2001-08-01,commercial,fdr_6mo,3.48
2001-08-01,commercial,fdr_12mo,4.24
2001-08-01,commercial,fdr_9mo,3.6
2001-08-01,investment,fdr_9mo,0.0
2001-08-01,commercial,fdr_1mo,3.43
2001-08-01,investment,fdr_3mo,3.13
2001-08-01,commercial,alr,7.140000000000001
2001-08-01,commercial,walr,7.121556791724003
2001-08-01,commercial,fdr_3mo,3.44
2001-08-01,investment,fdr_6mo,3.1
2001-08-01,commercial,blr,6.79
2001-08-01,commercial,sr,2.61
2001-08-01,investment,alr,7.03
2001-08-01,investment,fdr_1mo,3.0700000000000003
2001-08-01,investment,fdr_12mo,3.74
2001-09-01,commercial,blr,6.4
2001-09-01,commercial,sr,2.44
2001-09-01,commercial,fdr_6mo,3.23
2001-09-01,commercial,walr,6.927769983539964
2001-09-01,investment,alr,6.98
2001-09-01,investment,fdr_1mo,2.95
2001-09-01,commercial,alr,6.95
2001-09-01,commercial,fdr_3mo,3.21
2001-09-01,investment,fdr_3mo,3.04
2001-09-01,investment,fdr_9mo,3.3200000000000003
2001-09-01,commercial,fdr_9mo,3.34
2001-09-01,commercial,fdr_12mo,4.0
2001-09-01,commercial,fdr_1mo,3.2
2001-09-01,investment,fdr_12mo,3.41
2001-09-01,investment,fdr_6mo,3.13
2001-10-01,investment,fdr_3mo,2.97
2001-10-01,commercial,fdr_9mo,3.35
2001-10-01,commercial,fdr_12mo,4.0
2001-10-01,investment,fdr_6mo,3.31
2001-10-01,investment,fdr_12mo,3.62
2001-10-01,investment,alr,6.98
2001-10-01,commercial,alr,6.96
2001-10-01,commercial,fdr_6mo,3.22
2001-10-01,commercial,sr,2.34
2001-10-01,commercial,blr,6.390000000000001
2001-10-01,investment,fdr_9mo,3.31
2001-10-01,investment,fdr_1mo,2.91
2001-10-01,commercial,fdr_3mo,3.21
2001-10-01,commercial,fdr_1mo,3.2
2001-10-01,commercial,walr,6.886112656196043
2001-11-01,investment,fdr_1mo,2.87
2001-11-01,investment,fdr_6mo,3.0300000000000002
2001-11-01,commercial,fdr_1mo,3.2
2001-11-01,investment,alr,7.01
2001-11-01,commercial,fdr_3mo,3.21
2001-11-01,commercial,blr,6.390000000000001
2001-11-01,commercial,alr,6.8100000000000005
2001-11-01,investment,fdr_9mo,3.2
2001-11-01,commercial,fdr_6mo,3.22
2001-11-01,investment,fdr_3mo,2.96
2001-11-01,commercial,fdr_9mo,3.34
2001-11-01,commercial,walr,6.8387230152389975
2001-11-01,commercial,fdr_12mo,4.0
2001-11-01,commercial,sr,2.33
2001-11-01,investment,fdr_12mo,3.97
2001-12-01,investment,alr,6.97
2001-12-01,commercial,fdr_12mo,4.0
2001-12-01,commercial,sr,2.2800000000000002
2001-12-01,investment,fdr_1mo,2.89
2001-12-01,commercial,walr,6.813967082198343
2001-12-01,commercial,fdr_9mo,3.34
2001-12-01,commercial,fdr_6mo,3.22
2001-12-01,commercial,fdr_1mo,3.2
2001-12-01,investment,fdr_9mo,3.18
2001-12-01,commercial,alr,6.62
2001-12-01,investment,fdr_6mo,3.13
2001-12-01,investment,fdr_12mo,3.37
2001-12-01,commercial,fdr_3mo,3.21
2001-12-01,commercial,blr,6.390000000000001
2001-12-01,investment,fdr_3mo,2.91
2002-01-01,commercial,fdr_12mo,4.0
2002-01-01,commercial,fdr_3mo,3.21
2002-01-01,investment,fdr_6mo,3.0300000000000002
2002-01-01,investment,fdr_12mo,3.31
2002-01-01,investment,alr,7.0
2002-01-01,commercial,fdr_1mo,3.2
2002-01-01,commercial,alr,6.68
2002-01-01,investment,fdr_9mo,3.33
2002-01-01,commercial,sr,2.3000000000000003
2002-01-01,commercial,fdr_9mo,3.34
2002-01-01,commercial,blr,6.390000000000001
2002-01-01,commercial,walr,6.84815958999014
2002-01-01,investment,fdr_1mo,2.86
2002-01-01,commercial,fdr_6mo,3.23
2002-01-01,investment,fdr_3mo,2.88
2002-02-01,commercial,walr,6.8407637387903995
2002-02-01,investment,fdr_9mo,3.1
2002-02-01,investment,fdr_3mo,2.85
2002-02-01,commercial,fdr_12mo,4.0
2002-02-01,commercial,fdr_6mo,3.23
2002-02-01,commercial,fdr_1mo,3.2
2002-02-01,investment,fdr_6mo,3.0
2002-02-01,commercial,alr,6.62
2002-02-01,commercial,sr,2.3000000000000003
2002-02-01,commercial,fdr_3mo,3.21
2002-02-01,commercial,blr,6.390000000000001
2002-02-01,investment,alr,6.99
2002-02-01,investment,fdr_1mo,2.7800000000000002
2002-02-01,investment,fdr_12mo,3.02
2002-02-01,commercial,fdr_9mo,3.3200000000000003
2002-03-01,investment,fdr_12mo,3.25
2002-03-01,investment,alr,6.96
2002-03-01,commercial,blr,6.390000000000001
2002-03-01,commercial,fdr_9mo,3.3200000000000003
2002-03-01,investment,fdr_6mo,3.25
2002-03-01,commercial,sr,2.3000000000000003
2002-03-01,commercial,fdr_3mo,3.21
2002-03-01,commercial,fdr_6mo,3.23
2002-03-01,commercial,fdr_1mo,3.2
2002-03-01,commercial,alr,6.61
2002-03-01,investment,fdr_3mo,2.84
2002-03-01,commercial,fdr_12mo,4.0
2002-03-01,investment,fdr_1mo,2.8000000000000003
2002-03-01,commercial,walr,6.815974756012596
2002-03-01,investment,fdr_9mo,3.33
2002-04-01,commercial,fdr_1mo,3.2
2002-04-01,investment,fdr_6mo,3.2
2002-04-01,commercial,fdr_6mo,3.23
2002-04-01,investment,alr,6.94
2002-04-01,commercial,walr,6.833932409258689
2002-04-01,investment,fdr_9mo,3.1
2002-04-01,commercial,fdr_12mo,4.0
2002-04-01,commercial,fdr_3mo,3.21
2002-04-01,commercial,blr,6.390000000000001
2002-04-01,investment,fdr_1mo,2.8000000000000003
2002-04-01,investment,fdr_12mo,4.0
2002-04-01,commercial,fdr_9mo,3.3200000000000003
2002-04-01,commercial,alr,6.59
2002-04-01,commercial,sr,2.3000000000000003
2002-04-01,investment,fdr_3mo,2.86
2002-05-01,commercial,fdr_1mo,3.2
2002-05-01,investment,fdr_6mo,3.13
2002-05-01,investment,alr,6.94
2002-05-01,commercial,fdr_6mo,3.23
2002-05-01,commercial,fdr_3mo,3.21
2002-05-01,investment,fdr_9mo,3.1
2002-05-01,commercial,walr,6.814414126519228
2002-05-01,commercial,fdr_12mo,4.0
2002-05-01,investment,fdr_1mo,2.82
2002-05-01,investment,fdr_12mo,4.0
2002-05-01,commercial,blr,6.390000000000001
2002-05-01,commercial,alr,6.62
2002-05-01,commercial,fdr_9mo,3.3200000000000003
2002-05-01,investment,fdr_3mo,2.88
2002-05-01,commercial,sr,2.29
2002-06-01,commercial,sr,2.29
2002-06-01,commercial,fdr_1mo,3.2
2002-06-01,investment,fdr_6mo,2.95
2002-06-01,commercial,fdr_6mo,3.23
2002-06-01,investment,alr,6.87
2002-06-01,investment,fdr_9mo,3.25
2002-06-01,commercial,walr,6.810578957841321
2002-06-01,commercial,fdr_12mo,4.0
2002-06-01,commercial,fdr_3mo,3.21
2002-06-01,investment,fdr_1mo,2.81
2002-06-01,investment,fdr_12mo,3.0500000000000003
2002-06-01,commercial,blr,6.390000000000001
2002-06-01,investment,fdr_3mo,2.81
2002-06-01,commercial,fdr_9mo,3.3200000000000003
2002-06-01,commercial,alr,6.63
2002-07-01,commercial,walr,6.8109804042506745
2002-07-01,commercial,fdr_1mo,3.2
2002-07-01,commercial,sr,2.25
2002-07-01,investment,fdr_6mo,2.88
2002-07-01,commercial,fdr_6mo,3.22
2002-07-01,investment,alr,6.890000000000001
2002-07-01,commercial,fdr_12mo,4.0
2002-07-01,commercial,fdr_3mo,3.21
2002-07-01,investment,fdr_9mo,3.25
2002-07-01,investment,fdr_12mo,3.0
2002-07-01,commercial,blr,6.390000000000001
2002-07-01,investment,fdr_1mo,2.79
2002-07-01,commercial,fdr_9mo,3.31
2002-07-01,investment,fdr_3mo,2.81
2002-07-01,commercial,alr,6.63
2002-08-01,commercial,walr,6.809620947580605
2002-08-01,commercial,sr,2.24
2002-08-01,investment,fdr_3mo,2.83
2002-08-01,investment,fdr_6mo,2.95
2002-08-01,commercial,fdr_1mo,3.2
2002-08-01,commercial,fdr_6mo,3.22
2002-08-01,investment,alr,6.97
2002-08-01,commercial,fdr_12mo,4.0
2002-08-01,commercial,fdr_3mo,3.21
2002-08-01,investment,fdr_9mo,3.25
2002-08-01,commercial,blr,6.390000000000001
2002-08-01,commercial,fdr_9mo,3.3000000000000003
2002-08-01,investment,fdr_1mo,2.7800000000000002
2002-08-01,investment,fdr_12mo,2.8000000000000003
2002-08-01,commercial,alr,6.63
2002-09-01,commercial,fdr_9mo,3.3000000000000003
2002-09-01,commercial,alr,6.62
2002-09-01,investment,fdr_12mo,2.9
2002-09-01,investment,fdr_3mo,2.81
2002-09-01,commercial,walr,6.811870615554037
2002-09-01,commercial,sr,2.24
2002-09-01,commercial,fdr_1mo,3.2
2002-09-01,investment,fdr_6mo,2.9
2002-09-01,commercial,fdr_6mo,3.22
2002-09-01,investment,alr,6.8
2002-09-01,commercial,blr,6.390000000000001
2002-09-01,commercial,fdr_12mo,4.0
2002-09-01,commercial,fdr_3mo,3.21
2002-09-01,investment,fdr_9mo,3.0
2002-09-01,investment,fdr_1mo,2.79
2002-10-01,commercial,fdr_9mo,3.3000000000000003
2002-10-01,commercial,alr,6.5600000000000005
2002-10-01,investment,fdr_12mo,3.0
2002-10-01,investment,fdr_3mo,2.84
2002-10-01,commercial,walr,6.799801346890089
2002-10-01,investment,fdr_6mo,2.92
2002-10-01,commercial,fdr_1mo,3.2
2002-10-01,commercial,sr,2.22
2002-10-01,commercial,fdr_6mo,3.22
2002-10-01,commercial,blr,6.390000000000001
2002-10-01,commercial,fdr_12mo,4.0
2002-10-01,investment,alr,6.78
2002-10-01,investment,fdr_9mo,3.0
2002-10-01,commercial,fdr_3mo,3.21
2002-10-01,investment,fdr_1mo,2.82
2002-11-01,investment,fdr_12mo,3.0500000000000003
2002-11-01,commercial,alr,6.57
2002-11-01,commercial,fdr_9mo,3.3000000000000003
2002-11-01,commercial,walr,6.799022504615456
2002-11-01,investment,fdr_3mo,2.88
2002-11-01,commercial,fdr_1mo,3.2
2002-11-01,commercial,sr,2.22
2002-11-01,investment,fdr_6mo,2.9
2002-11-01,commercial,fdr_6mo,3.22
2002-11-01,commercial,blr,6.390000000000001
2002-11-01,investment,alr,6.78
2002-11-01,commercial,fdr_12mo,4.0
2002-11-01,commercial,fdr_3mo,3.21
2002-11-01,investment,fdr_9mo,2.91
2002-11-01,investment,fdr_1mo,2.74
2002-12-01,commercial,fdr_3mo,3.21
2002-12-01,investment,fdr_1mo,2.83
2002-12-01,investment,fdr_12mo,3.1
2002-12-01,commercial,alr,6.51
2002-12-01,commercial,fdr_9mo,3.29
2002-12-01,investment,fdr_3mo,2.95
2002-12-01,commercial,walr,6.797106257689948
2002-12-01,commercial,sr,2.13
2002-12-01,commercial,fdr_1mo,3.2
2002-12-01,investment,fdr_6mo,2.95
2002-12-01,commercial,fdr_6mo,3.21
2002-12-01,commercial,blr,6.390000000000001
2002-12-01,investment,alr,6.66
2002-12-01,commercial,fdr_12mo,4.0
2002-12-01,investment,fdr_9mo,2.9
2003-01-01,commercial,sr,2.1
2003-01-01,commercial,fdr_1mo,3.2
2003-01-01,commercial,fdr_3mo,3.21
2003-01-01,commercial,walr,6.798515975867226
2003-01-01,investment,fdr_3mo,2.88
2003-01-01,investment,alr,6.73
2003-01-01,commercial,fdr_6mo,3.21
2003-01-01,investment,fdr_12mo,3.08
2003-01-01,investment,fdr_6mo,2.92
2003-01-01,investment,fdr_1mo,2.83
2003-01-01,commercial,alr,6.57
2003-01-01,investment,fdr_9mo,2.8000000000000003
2003-01-01,commercial,fdr_12mo,4.0
2003-01-01,commercial,blr,6.390000000000001
2003-01-01,commercial,fdr_9mo,3.29
2003-02-01,investment,fdr_9mo,2.9
2003-02-01,commercial,alr,6.53
2003-02-01,commercial,fdr_1mo,3.2
2003-02-01,commercial,fdr_9mo,3.29
2003-02-01,commercial,walr,6.805469704472932
2003-02-01,investment,fdr_3mo,2.9
2003-02-01,investment,alr,6.74
2003-02-01,commercial,fdr_6mo,3.21
2003-02-01,investment,fdr_12mo,3.0
2003-02-01,investment,fdr_6mo,2.92
2003-02-01,commercial,fdr_12mo,4.0
2003-02-01,investment,fdr_1mo,2.85
2003-02-01,commercial,fdr_3mo,3.21
2003-02-01,commercial,sr,2.07
2003-02-01,commercial,blr,6.390000000000001
2003-03-01,commercial,walr,6.779452482828707
2003-03-01,investment,fdr_9mo,3.0
2003-03-01,commercial,fdr_1mo,3.2
2003-03-01,commercial,fdr_3mo,3.21
2003-03-01,investment,alr,6.84
2003-03-01,investment,fdr_12mo,3.08
2003-03-01,commercial,sr,2.05
2003-03-01,commercial,fdr_6mo,3.21
2003-03-01,investment,fdr_6mo,2.88
2003-03-01,commercial,fdr_12mo,4.0
2003-03-01,investment,fdr_3mo,2.88
2003-03-01,investment,fdr_1mo,2.82
2003-03-01,commercial,blr,6.390000000000001
2003-03-01,commercial,alr,6.5
2003-03-01,commercial,fdr_9mo,3.29
2003-04-01,commercial,fdr_12mo,4.0
2003-04-01,commercial,fdr_6mo,3.21
2003-04-01,investment,fdr_3mo,2.86
2003-04-01,commercial,blr,6.390000000000001
2003-04-01,commercial,fdr_9mo,3.29
2003-04-01,commercial,fdr_1mo,3.2
2003-04-01,commercial,walr,6.779603443889723
2003-04-01,commercial,alr,6.51
2003-04-01,commercial,fdr_3mo,3.21
2003-04-01,investment,alr,6.83
2003-04-01,investment,fdr_9mo,2.95
2003-04-01,investment,fdr_12mo,3.0
2003-04-01,investment,fdr_1mo,2.85
2003-04-01,commercial,sr,2.04
2003-04-01,investment,fdr_6mo,2.9
2003-05-01,investment,fdr_3mo,2.86
2003-05-01,commercial,fdr_9mo,3.04
2003-05-01,investment,fdr_9mo,2.95
2003-05-01,commercial,fdr_12mo,3.69
2003-05-01,investment,fdr_6mo,2.7
2003-05-01,investment,fdr_12mo,2.9
2003-05-01,commercial,sr,1.96
2003-05-01,commercial,fdr_1mo,3.0
2003-05-01,commercial,blr,6.0
2003-05-01,investment,fdr_1mo,2.8000000000000003
2003-05-01,commercial,fdr_3mo,3.0
2003-05-01,commercial,walr,6.549175043846573
2003-05-01,commercial,alr,6.28
2003-05-01,commercial,fdr_6mo,3.0100000000000002
2003-05-01,investment,alr,6.8
2003-06-01,investment,fdr_1mo,2.85
2003-06-01,commercial,alr,6.22
2003-06-01,investment,alr,6.8100000000000005
2003-06-01,commercial,sr,1.93
2003-06-01,investment,fdr_3mo,2.85
2003-06-01,commercial,walr,6.48288409650866
2003-06-01,commercial,fdr_9mo,3.04
2003-06-01,commercial,fdr_3mo,3.0
2003-06-01,commercial,fdr_6mo,3.0100000000000002
2003-06-01,commercial,fdr_1mo,3.0
2003-06-01,investment,fdr_9mo,2.92
2003-06-01,commercial,blr,6.0
2003-06-01,investment,fdr_6mo,2.9
2003-06-01,commercial,fdr_12mo,3.7
2003-06-01,investment,fdr_12mo,3.0
2003-07-01,commercial,fdr_1mo,3.0
2003-07-01,commercial,blr,6.0
2003-07-01,investment,fdr_1mo,2.8000000000000003
2003-07-01,investment,fdr_12mo,2.7
2003-07-01,investment,alr,6.74
2003-07-01,commercial,walr,6.4450670681380595
2003-07-01,commercial,fdr_9mo,3.04
2003-07-01,commercial,fdr_12mo,3.7
2003-07-01,investment,fdr_6mo,2.88
2003-07-01,commercial,fdr_6mo,3.0100000000000002
2003-07-01,investment,fdr_3mo,2.86
2003-07-01,commercial,fdr_3mo,3.0
2003-07-01,commercial,sr,1.93
2003-07-01,commercial,alr,6.22
2003-07-01,investment,fdr_9mo,2.95
2003-08-01,commercial,blr,6.0
2003-08-01,commercial,sr,1.87
2003-08-01,commercial,fdr_3mo,3.0
2003-08-01,commercial,alr,6.19
2003-08-01,investment,fdr_3mo,2.86
2003-08-01,commercial,fdr_12mo,3.7
2003-08-01,investment,alr,6.74
2003-08-01,commercial,fdr_9mo,3.04
2003-08-01,commercial,walr,6.418100397605429
2003-08-01,commercial,fdr_6mo,3.0100000000000002
2003-08-01,investment,fdr_1mo,2.81
2003-08-01,investment,fdr_12mo,2.93
2003-08-01,investment,fdr_9mo,2.95
2003-08-01,commercial,fdr_1mo,3.0
2003-08-01,investment,fdr_6mo,2.86
2003-09-01,commercial,fdr_1mo,3.0
2003-09-01,commercial,blr,6.0
2003-09-01,commercial,walr,6.4007855726447795
2003-09-01,investment,fdr_12mo,2.9
2003-09-01,investment,fdr_1mo,2.81
2003-09-01,investment,alr,6.73
2003-09-01,commercial,fdr_9mo,3.04
2003-09-01,commercial,fdr_3mo,3.0
2003-09-01,commercial,sr,1.87
2003-09-01,commercial,fdr_6mo,3.0100000000000002
2003-09-01,investment,fdr_3mo,2.86
2003-09-01,commercial,alr,6.17
2003-09-01,commercial,fdr_12mo,3.7
2003-09-01,investment,fdr_9mo,2.95
2003-09-01,investment,fdr_6mo,2.88
2003-10-01,commercial,fdr_1mo,3.0
2003-10-01,commercial,blr,6.0
2003-10-01,investment,fdr_1mo,2.83
2003-10-01,commercial,walr,6.4209582440671555
2003-10-01,investment,fdr_9mo,2.95
2003-10-01,commercial,fdr_9mo,3.04
2003-10-01,commercial,fdr_3mo,3.0
2003-10-01,investment,alr,6.72
2003-10-01,investment,fdr_12mo,3.0
2003-10-01,commercial,fdr_6mo,3.0100000000000002
2003-10-01,commercial,sr,1.87
2003-10-01,commercial,alr,6.17
2003-10-01,investment,fdr_3mo,2.86
2003-10-01,commercial,fdr_12mo,3.7
2003-10-01,investment,fdr_6mo,2.85
2003-11-01,commercial,fdr_1mo,3.0
2003-11-01,commercial,blr,6.0
2003-11-01,investment,fdr_3mo,2.88
2003-11-01,investment,fdr_1mo,2.83
2003-11-01,commercial,fdr_9mo,3.0300000000000002
2003-11-01,investment,fdr_12mo,2.8000000000000003
2003-11-01,investment,alr,6.7
2003-11-01,commercial,fdr_3mo,3.0
2003-11-01,commercial,fdr_6mo,3.0100000000000002
2003-11-01,commercial,sr,1.86
2003-11-01,commercial,alr,6.12
2003-11-01,commercial,fdr_12mo,3.7
2003-11-01,commercial,walr,6.412374093681538
2003-11-01,investment,fdr_6mo,2.86
2003-11-01,investment,fdr_9mo,2.93
2003-12-01,investment,fdr_6mo,2.91
2003-12-01,commercial,fdr_12mo,3.7
2003-12-01,commercial,fdr_1mo,3.0
2003-12-01,investment,fdr_3mo,2.87
2003-12-01,commercial,blr,6.0
2003-12-01,commercial,fdr_9mo,3.0300000000000002
2003-12-01,investment,fdr_1mo,2.81
2003-12-01,investment,fdr_12mo,2.9
2003-12-01,commercial,sr,1.86
2003-12-01,investment,alr,6.71
2003-12-01,commercial,fdr_6mo,3.0100000000000002
2003-12-01,commercial,fdr_3mo,3.0
2003-12-01,investment,fdr_9mo,2.95
2003-12-01,commercial,alr,6.11
2003-12-01,commercial,walr,6.417915335470493
2004-01-01,commercial,fdr_12mo,3.7
2004-01-01,commercial,blr,6.0
2004-01-01,investment,fdr_3mo,2.86
2004-01-01,commercial,fdr_1mo,3.0
2004-01-01,investment,fdr_6mo,2.87
2004-01-01,commercial,walr,6.411145915382027
2004-01-01,commercial,fdr_9mo,3.0300000000000002
2004-01-01,commercial,fdr_3mo,3.0
2004-01-01,investment,fdr_1mo,2.81
2004-01-01,commercial,sr,1.83
2004-01-01,investment,fdr_12mo,3.08
2004-01-01,commercial,fdr_6mo,3.0100000000000002
2004-01-01,investment,alr,6.7
2004-01-01,commercial,alr,6.12
2004-01-01,investment,fdr_9mo,3.0
2004-02-01,investment,fdr_12mo,3.7
2004-02-01,commercial,fdr_1mo,3.0
2004-02-01,commercial,fdr_12mo,3.7
2004-02-01,investment,fdr_6mo,2.86
2004-02-01,commercial,fdr_3mo,3.0
2004-02-01,investment,fdr_3mo,2.83
2004-02-01,commercial,walr,6.389478059358182
2004-02-01,commercial,blr,6.0
2004-02-01,commercial,fdr_9mo,3.0300000000000002
2004-02-01,investment,fdr_1mo,2.73
2004-02-01,commercial,fdr_6mo,3.0100000000000002
2004-02-01,commercial,sr,1.83
2004-02-01,investment,alr,6.69
2004-02-01,commercial,alr,6.13
2004-02-01,investment,fdr_9mo,2.85
2004-03-01,commercial,fdr_6mo,3.0
2004-03-01,commercial,alr,6.1000000000000005
2004-03-01,investment,fdr_12mo,3.08
2004-03-01,investment,fdr_6mo,2.85
