license_no,company,state,postcode,phone,address,license_year,osa_code
MALLP20260900A,JARDIN MANUFACTURING SDN. BHD.,Terengganu,23000,09-8423750,"Lot 1, 2, 3 & 4, KAWASAN INDUSTRI BATU 7, , DUNGUN",2026,1316907
MALLP20260947A,RANGE PHARMA SDN. BHD.,Selangor,47000,03-6156 8708,"No. 1, Jalan TSB 11, Taman Industri Sungai Buloh, , SUNGAI BULOH",2026,935053
MALLP20260631A,ZUELLIG PHARMA SDN. BHD.,Selangor,40150,03-55662288,"NO. 15, PERSIARAN PASAK BUMI, , SEKSYEN U8, , PERINDUSTRIAN BUKIT JELUTONG, , SHAH ALAM",2026,1035192
MALLP20260508A,DUOPHARMA HAPI SDN. BHD.,Selangor,40150,03-55696888,"NO. 2, JALAN SAUDAGAR U1/16, ZON PERINDUSTRIAN HICOM GLENMARIE, SEKSYEN U1, SHAH ALAM",2026,1140449
MALLP20260394,GREEN PLUS NATURAL PLANT PRODUCTS,Selangor,42600,603-31913190,"NO. 27, JALAN BERLIAN 8, FASA 1, LIGHT INDUSTRIAL AREA, TAMAN YAYASAN, JENJAROM, , , KUALA LANGAT",2026,1019615
MALLP20260958,LAB DOM AVMM SUISSE (ASIA) SDN.BHD.,Sabah,88460,+6088448989,"Ground Floor A-2, Lot 29, Lorong 1C, Kota Kinabalu Industrial Park (KKIP) Selatan, Taman RFB3, Industrial Zone (IZ) 2, KOTA KINABALU",2026,1108565
MALLP20260864,Linde Malaysia Sdn. Bhd.,Johor,81700,0351912959,"Plo 87, Jalan Gangsa Dua, Kawasan Perindustrian Pasir Gudang, , PASIR GUDANG",2026,1203973
MALLP20260431A,PHARMANIAGA LIFESCIENCE SDN. BHD.,Selangor,47100,03-80612006,"LOT 7, JALAN PPU 3, TAMAN PERINDUSTRIAN PUCHONG UTAMA, , PUCHONG",2026,5506
MALLP20260368,PENAWAR INDUSTRIES SDN. BHD.,Kedah,08000,04-7326019,"D-40, JALAN 2B-1, KAWASAN PERUSAHAAN SUNGAI LALANG, , SUNGAI PETANI",2026,1019473
MALLP20260342,PERUSAHAAN GAMAT HY (M) SDN BHD,Selangor,68100,0187776962,"NO. 44, JALAN TIB 1/19, TAMAN INDUSTRI BOLTON, , BATU CAVES",2026,1328745
MALLP20260344,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN. BHD.,Selangor,47100,(03) 5891 7287,"9 & 11, Jalan Industri PBP 6, Taman Industri Pusat Bandar Puchong, , PUCHONG",2026,1019463
MALLP20260343,HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN. BHD.,Selangor,47100,(03) 5891 7287,"NO. 2 - 8, JALAN INDUSTRI PBP 4, TAMAN INDUSTRI PUSAT BANDAR PUCHONG, , PUCHONG",2026,56497
MALLP20261410,Gentle Pursuit Sdn Bhd,Selangor,43000,016-9170976,"LOT NO. 8 & 9, PERSIARAN SG. CHUA, PUSAT PERINDUSTRIAN SG. CHUA, KAJANG",2026,1107980
MALLP20260897,FOROEM PHYTONUTRICAL SDN. BHD.,Selangor,48000,0333624563,"NO. 11, JALAN INDUSTRI BRJ 2, TAMAN INDUSTRI BUKIT RAWANG JAYA, , RAWANG",2026,1321401
MALLP20260392,CHE MAH & SONS SDN. BHD.,Kelantan,17000,09-7943696,"LOT 2959, KG. SIMPANG EMPAT , CHETOK, , PASIR MAS",2026,56348
MALLP20260397A,B.BRAUN MEDICAL INDUSTRIES SDN. BHD.,Pulau Pinang,11900,04-6323249,"BAYAN LEPAS FREE INDUSTRIAL ZONE, , , BAYAN LEPAS",2026,904
