license_no,company,state,postcode,phone,address,license_year,osa_code
MALLI20260216,MEDIPHARM INDUSTRIES SDN. BHD.,Selangor,46050,05-5450218,"Amcorp Business Suites,, Level 10, W-10-19,, Menara Melawangi, Amcorp Trade Centre, 18, Jalan Persiaran Barat, , PETALING JAYA",2026,56011
MALLI20260677,Biofizz Marketing Sdn Bhd,Perak,30100,,"30, Jalan Kilang 3, Kawasan Perindustrian Jelapang, , IPOH",2026,1310789
MALLI20260218A,Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.,W.P. Kuala Lumpur,59200,0321666318,"D-31-02, Menara Suezcap 1, No. 2, Jalan Kerinchi, , KUALA LUMPUR",2026,1133209
MALLI20260246A,BioCare Pharmaceutical (M) Sdn. Bhd.,Selangor,46150,03-7957 3555,"No. 28G, 28-1 & 28-2, Pusat Dagangan PJCC, Jalan PJS 5/28, , PETALING JAYA",2026,56179
MALLI20260991A,SANTEN PHARMA MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,50470,+603 2276 3333,"Unit #23A-10, Q Sentral, , No. 2A, Jalan Stesen Sentral 2, Kuala Lumpur Sentral, , KUALA LUMPUR",2026,1142941
MALLI20260220,MegaLive BioSciences Sdn Bhd,Kedah,09000,04-491 8168,"1st Floor, No.13, Jalan Selasih,, Taman Semarak, KULIM",2026,92067
MALLI20260242A,AIPHARMA HEALTHCARE SDN BHD,Johor,81000,,"No. 83, Jalan I-Park 1/9, Kawasan Perindustrian I-Park, Bandar Indahpura, KULAI",2026,1333213
MALLI20260347,NGL TRADING SDN BHD,W.P. Kuala Lumpur,51200,60327130260,"3-1-7, KOMPLEKS KANTONMEN PRIMA, JALAN IPOH, BATU 4 1/2, , KUALA LUMPUR",2026,1150236
MALLI20260247A,PHARM-D SDN. BHD.,W.P. Kuala Lumpur,58000,0377707918,"8B, Jalan 1/137C, Bedford Business Park, Off Jalan Kelang Lama, KUALA LUMPUR",2026,56150
MALLI20260174A,Medi Radio Malaysia Sdn Bhd,W.P. Kuala Lumpur,50480,,"E-13A-9, PLAZA MONT KIARA, JALAN KIARA, MONT KIARA, , KUALA LUMPUR",2026,1316459
MALLI20260176,BANFOONG SYDNEY (M) SDN. BHD.,W.P. Kuala Lumpur,55100,0392853884,"NO. 110A, JALAN JEJAKA, TAMAN MALURI, , CHERAS",2026,1118926
MALLI20260275,VITAHEALTH MALAYSIA SDN. BHD.,Selangor,40150,03-5569 6323,"No. 23, Jalan Jurunilai U1/20, Hicom Glenmarie Industrial Park, Seksyen U1, SHAH ALAM",2026,1123882
MALLI20260164,POH TAI ENTERPRISE SDN. BHD.,Selangor,68100,0361871190,"29 & 31, JALAN SBC 8, TAMAN SRI BATU CAVES, , BATU CAVES",2026,56071
MALLI20260163,PUI KIAN MING SDN BHD,Sarawak,93150,082-244811,"No.127, Green Road, , KUCHING",2026,1109188
MALLI20260162,BIO MODERN HERBS SDN. BHD.,Johor,81100,0103913451,"No. 26, Jalan Harmonium 10, Taman Desa Tebrau,, , , JOHOR BAHRU",2026,1188158
MALLI20261146,Cason Group Sdn. Bhd.,Selangor,47810,,"NO. 5, JALAN TEKNOLOGI 3/5A, PUSAT TEKNOLOGI SINAR, PJU 5, KOTA DAMANSARA, , PETALING JAYA",2026,1309450
MALLI20260169,ROHTO-MENTHOLATUM (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,59200,603-22414889,"UNIT 9-1, TINGKAT 9, WISMA AVERIS, TOWER 2, AVENUE 5, BANGSAR SOUTH CITY, N0. 8, JALAN KERINCHI, KUALA LUMPUR",2026,55848
MALLI20260279,PINK & BLUE TRADING CO. SDN. BHD.,W.P. Kuala Lumpur,60000,03-7726-7091,"46A, JALAN DATUK SULAIMAN, TAMAN TUN DR. ISMAIL, , KUALA LUMPUR",2026,55901
MALLI20260168,L H Sales & Marketing Sdn. Bhd.,W.P. Kuala Lumpur,52200,03-62868640,"Lot PT 1756, Jalan Persiaran KIP Utama, Taman Perindustrian KIP, , KEPONG",2026,16940
MALLI20260170,MICHELLE LAZAR INTERNATIONAL SDN BHD,Johor,81100,07-3525235,"No. 2, Jalan Ekoperniagaan 1/27, Taman Ekoperniagaan, , JOHOR BAHRU",2026,1142069
MALLI20260320,Ruyi Holdings Sdn Bhd,W.P. Kuala Lumpur,58000,60322737788,"NO. 30A, MENARA RUYI,, LORONG KAPAR, JALAN 2/87G, OFF JALAN SYED PUTRA, , KUALA LUMPUR",2026,1116243
MALLI20260278A,MERCK SHARP & DOHME (MALAYSIA) SDN. BHD.,Selangor,47301,03-74991600,"Lot No. B-22-1 & B-22-2, Level 22, The Ascent, Paradigm No. 1, Jalan SS 7/26A, Kelana Jaya, PETALING JAYA",2026,55814
MALLI20260316,BIO-NANOSCIENCES (M) SDN. BHD.,Selangor,47400,,"1106, BLOCK A, DAMANSARA INTAN, NO. 1, JALAN SS20/27, , PETALING JAYA",2026,1336627
MALLI20260249A,SANOFI-AVENTIS (MALAYSIA) SDN. BHD.,Selangor,46200,03-76510800,"Unit TB-18-1, Level 18, Tower B, Plaza 33, No. 1, Jalan Kemajuan, Seksyen 13, PETALING JAYA",2026,55802
MALLI20260102,YOKASH HEALTHCARE,Selangor,47830,,"NO. F-037, SEASON SQUARE, JALAN PJU 10/3C, DAMANSARA DAMAI, PETALING JAYA",2026,1179633
MALLI20262186,MIRAI WELLNESS SDN. BHD.,Selangor,47100,,"6, JALAN WAWASAN 5/2, PUSAT BANDAR PUCHONG, , PUCHONG",2026,1334648
MALLI20260221A,HOE PHARMACEUTICALS SDN. BHD.,Selangor,42000,03-31767822,"Lot 10, Jalan Sultan Mohamed 6,, Bandar Sultan Suleiman, , PORT KLANG",2026,949141
MALLI20260096,SUN TEN PHARMACEUTICAL MFG (M) SDN. BHD.,W.P. Kuala Lumpur,60000,03-7727 1108,"LEVEL 22, MENARA LGB, NO. 1, JALAN WAN KADIR, TAMAN TUN DR ISMAIL, KUALA LUMPUR",2026,1321563
MALLI20260034A,DELFI MARKETING SDN. BHD.,Selangor,47650,03-5123 3300,"Level 6, Block A, Sky Park One City,, Jalan USJ 25/1, , SUBANG JAYA",2026,56258
MALLI20260125A,SCHMIDT BIOMEDTECH SDN. BHD.,Selangor,46100,03-78449000,"5TH FLOOR, WISMA TECNA, NO. 18A, LOT 318, JALAN 51A/223, , PETALING JAYA",2026,854
MALLI20260047,EXCLUSIVE MARK (M) SDN BHD,Selangor,40150,,"NO. 2, JALAN PERUNDING U1/17, , HICOM GLENMARIE INDUSTRIAL PARK, , SEKSYEN U1, SHAH ALAM",2026,1316726
MALLI20260165,HIGH MEAN (M) SDN. BHD.,W.P. Kuala Lumpur,52200,03-62734728,"NO. 16, JALAN 4/62A , BANDAR SRI MENJALARA, KEPONG, , KUALA LUMPUR",2026,1469
MALLI20260033,PRO NUTRITION (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,57000,+603-8656 9999,"C-11-4 JALIL LINK 2, , NO. 5, JALAN JALIL PERKASA 1, BUKIT JALIL,, , KUALA LUMPUR",2026,1136103
MALLI20260075,HEALTHY WAY (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,57000,60386569999,"C-11-G, JALIL LINK 2,, NO. 5, JALAN JALIL PERKASA 1, BUKIT JALIL,, , KUALA LUMPUR",2026,1129738
MALLI20260678,WENG THYE HENG SDN. BHD.,Pulau Pinang,10200,604-2610239,"16/18, LEBUH CHULIA, , , GEORGETOWN",2026,58031
MALLI20260974,Nano Wellness Sdn. Bhd.,W.P. Kuala Lumpur,50490,042277192,"SUITE 32, BLOCK C, LEVEL 3A, THE FIVE @ KPD, KOMPLEKS PEJABAT DAMASARA, NO. 49, JALAN DUNGUN, BUKIT DAMANSARA, KUALA LUMPUR",2026,1329429
MALLI20260123A,NOVUGEN PHARMA SDN. BHD.,Selangor,40150,60355618220,"NO. 3, JALAN JURURANCANG U1/21, HICOM GLENMARIE INDUSTRIAL PARK, , SHAH ALAM",2026,1159399
MALLI20260051A,Mitsubishi Tanabe Pharma Malaysia Sdn. Bhd.,W.P. Kuala Lumpur,50490,012-3437937,"Suite 8-3, Level 8, Wisma UOA Damansara II, No. 6, Changkat Semantan, Damansara Heights,, , , KUALA LUMPUR",2026,1142194
MALLI20260020,YAT MING MEDICINE SDN. BHD.,Johor,81200,07-2371115,"No. 24 Jalan Lambak,, Taman Johor, , JOHOR BAHRU",2026,73106
MALLI20260009,Wen Ken Marketing (M) Sdn Bhd,Johor,81200,07-2371115,"24, Jalan Lambak, , Taman Johor, , , JOHOR BAHRU",2026,1136330
MALLI20262165,SKM HEALTH CARE SDN. BHD.,Selangor,46350,0123801004,"No. 6, Jalan Dato Abu Bakar 16/1, Seksyen 16, , PETALING JAYA",2026,1270938
MALLI20260240,RUYI TRADING SDN BHD,W.P. Kuala Lumpur,58000,0322737788,"NO. 30A, LOT 10-1, LEVEL 10, MENARA RUYI, LORONG KAPAR, JALAN 2/87G, OFF JALAN SYED PUTRA, KUALA LUMPUR",2026,1108587
MALLI20260032A,PHARMA NORD SDN. BHD.,W.P. Kuala Lumpur,50470,03-2730 2000,"29-07, TINGKAT 29, Q-SENTRAL, JALAN STESEN SENTRAL 2, KUALA LUMPUR SENTRAL, KUALA LUMPUR",2026,1272011
MALLI20260004A,PHARMAFORTE (MALAYSIA) SDN. BHD.,Selangor,47810,03-78036998,"NO. 2, JALAN PJU 3/49, SUNWAY DAMANSARA, , PETALING JAYA",2026,55807
MALLI20260007,KONIKI NATURE (M) SDN BHD,Johor,81200,0127718341,"No. 11, Jalan Kempas Utama 3/4, Taman Kempas Utama,  , , , JOHOR BAHRU",2026,1033554
MALLI20260046,BE INTERNATIONAL SDN BHD,W.P. Kuala Lumpur,57000,03-86058500 EXT 60200,"C-22-2, Jalil Link 2, No. 5, Jalan Jalil Perkasa 1, Bukit Jalil, KUALA LUMPUR",2026,1142723
MALLI20260167A,Peterlabs Sdn Bhd,Negeri Sembilan,71800,06-7999090,"Lot 16014 (PT24341), Jalan Nilam 3, Bandar Nilai Utama, , NILAI",2026,1041334
MALLI20260006,Forlife Research Imports Sdn. Bhd.,W.P. Kuala Lumpur,59200,03-40651465,"LEVEL 3, TOWER 2, AVENUE 3, THE HORIZON, BANGSAR SOUTH, NO. 8, JALAN KERINCHI, , KUALA LUMPUR",2026,1271844
MALLI20260005,PASIR MAS-INDO TRADING SDN. BHD.,Pulau Pinang,13700,016-4427994,"NO. 52 (GF), LORONG KELASAH 3, TAMAN KELASAH, , PERAI",2026,1328332
MALLI20260008A,GERMAX SDN. BHD.,Selangor,47810,03-78801318,"NO. 10, JALAN PJU 3/48, SUNWAY DAMANSARA TECHNOLOGY PARK, , PETALING JAYA",2026,56101
MALLI20260031,PEMBEKALAN UBAT HUATHAI SDN. BHD.,Johor,81200,07-2377353,"NO. 17, JALAN BANANG 3 , TAMAN JOHOR, , JOHOR BAHRU",2026,55850
MALLI20260217,BASIC HEALTH & BEAUTY SDN BHD,W.P. Kuala Lumpur,52200,603-6272 9316,"NO. 22, JALAN MERANTI SD13/5, BANDAR SRI DAMANSARA, , KUALA LUMPUR",2026,55959
MALLI20260050,AQURATE INGREDIENTS INTL (M) SDN. BHD.,Selangor,43200,,"LOT 31 & 33, JALAN AWANA 15,, TAMAN CHERAS AWANA, BATU 9,, , CHERAS",2026,1321817
MALLI20260871A,EUCOGEN SDN BHD,Selangor,40460,03 51311997,"NO. 6A, JALAN SUNGAI BURUNG U 32/U, BUKIT RIMAU, SEKSYEN 32, , SHAH ALAM",2026,1113145
MALLI20260122,REDO MARKETING SDN. BHD.,Selangor,40300,03-51036651,"NO. 22A, JALAN 22/5, SEKSYEN 22, , SHAH ALAM",2026,1141028
MALLI20260346,PLANTBIO RESEARCH SDN. BHD.,Perak,34600,,"NO. 14, LORONG PK 4, KAWASAN PERUSAHAAN KAMUNTING, , KAMUNTING",2026,1326518
MALLI20260073,HERBALIFE PRODUCTS MALAYSIA SDN BHD,W.P. Kuala Lumpur,50200,016-5212677,"GROUND FLOOR, PLAZA SEE HOY CHAN, JALAN RAJA CHULAN, , KUALA LUMPUR",2026,56232
MALLI20260074A,ROCHE (MALAYSIA) SDN. BHD.,Selangor,47500,03-76285600,"Level 21, The Pinnacle,, Persiaran Lagoon,, Bandar Sunway, SUBANG JAYA",2026,55806
MALLI20262103A,Agritech Enterprise Sdn. Bhd.,Selangor,47810,03-61436328,"15 & 17, Jalan Teknologi 3/5A, Pusat Teknologi Sinar Damansara, PJU 5 Kota Damansara, PETALING JAYA",2026,1041320
MALLI20260172,Leung Kai Fook Medical Sdn. Bhd.,Johor,80350,072668088,"No. 2, Jalan Asas, Larkin Industrial Estate, , JOHOR BAHRU",2026,1033688
MALLI20260092,Eucogen Pharma Sdn. Bhd.,Selangor,40460,0351311997,"NO. 6A, JALAN SUNGAI BURUNG U32/U, BUKIT RIMAU, SEKSYEN 32, , SHAH ALAM",2026,1110919
MALLI20260093A,DYNAPHARM (M) SDN. BHD.,Pulau Pinang,13600,04-3904092,"2497, MK. 1, LORONG PERUSAHAAN BARU 5, KAWASAN PERUSAHAAN PERAI 3, , PERAI",2026,56148
MALLI20260077,EsperMed Sdn Bhd,Pulau Pinang,10350,0134289732,"UNIT 3-17,AXIS COMPLEX,, NO. 35, JALAN CANTONMENT,, ,",2026,1149107
MALLI20260100A,Yenher Agro-products Sdn. Bhd.,Pulau Pinang,14100,604-5880887,"1628, Jalan IKS Simpang Ampat 1, Taman IKS Simpang Ampat, Simpang Ampat, SEBERANG PRAI SELATAN",2026,1127621
MALLI20260076A,J. BIO MEDIC MARKETING SDN. BHD.,Sarawak,93300,082-484350,"LOT 8839, NO 162-C, SECTION 64 , 1ST FLOOR, JALAN SEKAMA, , KUCHING",2026,76075
MALLI20260222A,ALATAN TEKNOLOGI SDN. BHD.,W.P. Kuala Lumpur,60000,03-77286732,"56A, LORONG RAHIM KAJAI 14, TAMAN TUN DR ISMAIL,, , , KUALA LUMPUR",2026,1033555
MALLI20261096,KPM PRODUCTS SDN BHD,Selangor,41200,0122129132,"NO. 6, 1ST FLOOR, JALAN PERMATA 2B/KS9, TAMAN PERINDUSTRIAN AIR HITAM, , KLANG",2026,1325169
MALLI20261140A,Zoetis Malaysia Sdn. Bhd.,W.P. Kuala Lumpur,59200,0322812800,"LOT 3.1, LEVEL 3, TOWER 7, AVENUE 3, BANGSAR SOUTH, NO. 8, JALAN KERINCHI, KUALA LUMPUR",2026,953266
MALLI20260159A,KOTRA PHARMA (M) SDN. BHD.,Melaka,75250,06-3362222,"NO. 1, 2 & 3 JALAN TTC 12, CHENG INDUSTRIAL ESTATE,, ,",2026,716
MALLI20260166A,NOVUGEN ONCOLOGY SDN. BHD.,Selangor,40150,60358702243,"No. 3, Jalan Jururancang U1/21,, Hicom Glenmarie Industrial Park, Seksyen U1, , SHAH ALAM",2026,1106165
MALLI20260072,EU YAN SANG (1959) SDN.BHD.,W.P. Kuala Lumpur,55100,03-21168200,"NO. L2-01 & L2-02, 2ND FLOOR, SHAW PARADE, NO.152, CHANGKAT THAMBI DOLLAH, , KUALA LUMPUR",2026,1132477
MALLI20260052,VISTERN HEALTH SDN BHD,W.P. Kuala Lumpur,55100,03-21168200,"L2-01 & L2-02, 2nd Floor, Shaw Parade, No. 152, Changkat Thambi Dollah, , KUALA LUMPUR",2026,1132498
MALLI20260121A,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.,Pulau Pinang,11900,604-6430766,"PLOT 61, BAYAN LEPAS INDUSTRIAL PARK PHASE 4, LINTANG BAYAN LEPAS 1, , BAYAN LEPAS",2026,1033445
MALLI20260049A,HYPHENS PHARMA SDN. BHD.,Selangor,46200,+60379316188,"C- L2-01, BLOCK C, AXIS BUSINESS PARK, NO. 10, JALAN BERSATU 13/4, PETALING JAYA",2026,1322284
MALLI20260348A,NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,50470,+603-22657300,"Level 16, Menara 1 Sentrum, No. 201, Jalan Tun Sambanthan, , KUALA LUMPUR",2026,1110273
MALLI20262187,HEALTH AND HAPPINESS (H&H) MALAYSIA SDN. BHD.,W.P. Kuala Lumpur,50470,+65 92778950,"No. 1603, 1 Sentral, Level 16, KL Sentral, Jalan Stesen Sentral 5, , KUALA LUMPUR",2026,1335810
MALLI20261419,OZE MARKETING SDN. BHD.,W.P. Kuala Lumpur,52200,03- 6275 2020,"NO. 7, JALAN MARGOSA SD 10/4B, BANDAR SRI DAMANSARA, , KUALA LUMPUR",2026,56269
MALLI20260048,BIO-SCIENCE MARKETING SDN. BHD.,W.P. Kuala Lumpur,52100,0362592955,"20-1, JALAN METRO PERDANA BARAT 13, , SRI EDARAN LIGHT INDUSTRIAL PARK, OFF JALAN KEPONG, , KUALA LUMPUR",2026,1033503
MALLI20260567,KARA MARKETING (M) SDN. BHD.,Selangor,47100,0380611199,"No. 19, Jalan TPP 1/1A, Taman Industri Puchong, Batu 12, , , PUCHONG",2026,1033707
MALLI20260323A,HOVID BERHAD,Perak,30010,05-5060690,"121, JALAN TUNKU ABDUL RAHMAN, (JALAN KUALA KANGSAR), , IPOH",2026,793
MALLI20260319A,OTSUKA PHARMACEUTICALS (MALAYSIA) SDN. BHD.,Selangor,47301,03 7890 5464,"LEVEL 7, OASIS WING, BRUNSFIELD OASIS TOWER 3, , NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA,, , PETALING JAYA",2026,1187363
MALLI20261134,GUARDIAN HEALTH AND BEAUTY SDN. BHD.,Selangor,47800,0323803355,"LEVEL 11, 8 FIRST AVENUE, BANDAR UTAMA, , PETALING JAYA",2026,1325743
MALLI20260515A,KOMEDIC SDN BHD,Selangor,46150,603-56344866,"NO. 4, JALAN PJS 11/14 , BANDAR SUNWAY, , PETALING JAYA",2026,55951
MALLI20260473A,ASTRAZENECA SDN. BHD.,Selangor,47800,+603 7624 3888,"LEVEL 11 & 12, THE BOUSTEADOR, NO. 10, JALAN PJU 7/6, MUTIARA DAMANSARA, PETALING JAYA",2026,1205184
MALLI20260655A,QL Pacific Vet Group Sdn. Bhd.,Selangor,47600,0380249508,"No. 886-C8, Jalan Subang 9, Taman Perindustrian Subang, , SUBANG JAYA",2026,1104615
MALLI20260559,LINO GREEN SDN BHD,Perak,31400,-,"43A, LORONG TAMAN IPOH 1, TAMAN IPOH SELATAN, , IPOH",2026,1192666
MALLI20260710A,EP PLUS GROUP SDN. BHD.,W.P. Kuala Lumpur,50480,03-62052728,"Block C-3-1, Plaza Mont Kiara, No. 2, Jalan Kiara, Mont Kiara, KUALA LUMPUR",2026,55870
MALLI20260648,HTE Venture (M) Sdn. Bhd.,Johor,81100,07-3538475,"30 & 30A, JALAN DEDAP 17, TAMAN JOHOR JAYA, , JOHOR BAHRU",2026,1114829
MALLI20261456,MERK TZA SDN. BHD.,Selangor,42000,,"NO. 89G, JALAN BESTARI 6B, BANDAR BESTARI, , PORT KLANG",2026,1325080
MALLI20260516A,Y.S.P. INDUSTRIES (M) SDN. BHD.,Selangor,43000,03-89251215,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, , KAJANG",2026,79
MALLI20260786,AESD INTERNATIONAL (M) SDN. BHD.,Selangor,47301,0123081915,"D-1-3, Block D, Pacific Place Commercial Centre, Jalan PJU1A/4, Ara Damansara, PETALING JAYA",2026,1314018
MALLI20260512A,POLYLAB BIOTECH SDN. BHD.,W.P. Kuala Lumpur,56100,03-91309721,"6A, TINGKAT 1, JALAN KASKAS 3, TAMAN CHERAS, , KUALA LUMPUR",2026,4386
MALLI20261093A,FRESENIUS KABI MALAYSIA SDN. BHD,Selangor,46100,03-79572929,"3-1 & 3-2, Axis Technology Centre, Lot 13 Jalan 51A/225, , PETALING JAYA",2026,1118809
MALLI20260511,GT HEALTHCARE SDN. BHD.,Selangor,47301,,"A-7-6, PINNACLE KELANA JAYA, NO. 1, JALAN SS7/26, ZENITH CORPORATION PARK, PETALING JAYA",2026,1179634
MALLI20260520A,MEDISPEC (M) SDN. BHD.,Pulau Pinang,11400,04-8273450,"55 & 57, Lorong Sempadan 2, (Off Boundary Road), , AYER ITAM",2026,55826
MALLI20260659,CNI ENTERPRISE (M) SDN. BHD.,Selangor,40150,03-55694000,"WISMA CNI, NO. 2, JALAN PERUNDING U1/17, HICOM-GLENMARIE INDUSTRIAL PARK, SEKSYEN U1, SHAH ALAM",2026,1145014
MALLI20260650,OSN NETWORK SDN. BHD.,Selangor,47400,03-77109739,"61A & 63A, JALAN SS22/19, DAMANSARA JAYA, , PETALING JAYA",2026,56047
MALLI20260474,HERBS PHARMA SDN BHD,Selangor,46150,603-7785 0332/313,"No. 23B, Jalan PJS 1/48 , , PETALING JAYA",2026,1144603
MALLI20261498,MARY KAY (MALAYSIA) SDN. BHD.,Selangor,47400,,"LEVEL 4, UPTOWN 7, NO. 7, JALAN SS 21/39, DAMANSARA UPTOWN, PETALING JAYA",2026,1337237
MALLI20260995,PharmaCare (Asia) Sdn Bhd,Selangor,46200,0174509729,"100-6.005, 129, OFFICES BLOK J, JAYA ONE, JALAN UNIVERSITI, , PETALING JAYA",2026,1154258
MALLI20260471,SHAKLEE PRODUCTS (MALAYSIA) SDN. BHD.,Selangor,47500,014-7372928,"Level 2, Sunway Geo Tower, Jalan Lagoon Selatan, Bandar Sunway, SUBANG JAYA",2026,1144454
MALLI20260560,UHS ESSENTIAL HEALTH (MALAYSIA) SDN. BHD.,W.P. Kuala Lumpur,59200,03-22460800,"UNIT M2-2 & M2-5, VERTICAL PODIUM, THE VERTICAL BUSINESS SUITE, AVENUE 3, BANGSAR SOUTH,, 8 JALAN KERINCHI, KUALA LUMPUR",2026,1110194
MALLI20260653A,KIREEN PHARMACEUTICAL SDN. BHD.,Johor,81200,"07-2367531, 07-2367972, 07-2367967","NO. 9, JALAN KEMPAS 4, TAMAN PERINDUSTRIAN TAMPOI INDAH, , JOHOR BAHRU",2026,615
MALLI20260561,PT. SARI SIHAT (M) SDN. BHD.,W.P. Kuala Lumpur,58200,60377859320,"No. 15 & 15-1, Jalan Dato Haji 1,, Taman Tan Yew Lai, , KUALA LUMPUR",2026,1135954
MALLI20260443,SOON SIN LEONG (M) SDN. BHD.,Johor,81100,073610207,"27, Jalan Rosmerah 2/7, Taman Johor Jaya, , JOHOR BAHRU",2026,939000
MALLI20260562A,FIRST PHARMACEUTICAL SDN. BHD.,Selangor,47500,0356340669,"NO. 20, JALAN SS 19/5, , , SUBANG JAYA",2026,55832
MALLI20260664,BEST WORLD LIFESTYLE SDN. BHD.,W.P. Kuala Lumpur,55188,603-2119 8829,"SUITE 29.05, LEVEL 29, MENARA EXCHANGE 106, LINGKARAN TRX, TUN RAZAK EXCHANGE, KUALA LUMPUR",2026,1316320
MALLI20260476A,Orient Europharma (M) Sdn Bhd,Selangor,47650,03-8081 6637,"E-08, Garden Shoppe, One City, Jalan USJ 25/1C,, , , SUBANG JAYA",2026,1121239
MALLI20260444,ANHONG TRADING SDN. BHD.,W.P. Kuala Lumpur,56000,0391300013,"12, JALAN NADCHATIRAM 1, TAMAN TAYNTON VIEW, CHERAS, KUALA LUMPUR",2026,1033403
MALLI20260563,BNATURE HEALTH SDN BHD,Selangor,43200,0122842592,"NO. 62A-2, JALAN TEMENGGUNG 19/9, BANDAR MAHKOTA CHERAS, , CHERAS",2026,1125355
MALLI20260746A,Nutri Pharmax Sdn Bhd,Pulau Pinang,14200,04-5829377/0164184377,"6, LORONG SERUNAI 1, VALDOR SUNGAI BAKAP, , SUNGAI JAWI",2026,934308
MALLI20260565A,MEDISPEC (M) SDN. BHD.,Selangor,47301,603 7804 9054,"LOT 07, 08, 09 & 10, BLOCK B, JALAN SS 25/22, MAYANG AVENUE, TAMAN MAYANG, PETALING JAYA",2026,1317707
MALLI20260646A,Ar Dental Supplies Sdn Bhd,Selangor,40470,,"No. 38, Jalan Spring 34/31, Seksyen 34, , SHAH ALAM",2026,1317893
MALLI20260569,NUTRIGO SDN. BHD.,W.P. Kuala Lumpur,53000,,"NO. 115-1 (GROUND FLOOR), SETAPAK, JALAN PAHANG, TITIWANGSA, , KUALA LUMPUR",2026,1316643
MALLI20260676,PATHLAB HEALTHCARE (MALAYSIA) SDN. BHD.,Selangor,47810,03-78000123,"NO. 23, JALAN TEKNOLOGI 3/3A, TAMAN SAINS SELANGOR 1, KOTA DAMANSARA PJU 5, PETALING JAYA",2026,1310776
MALLI20260751,Tempo Scan Pacific Malaysia Sdn.Bhd.,Selangor,47400,03-77335102,"Suites 603 Block A (Lift 1), Damansara Intan, No. 1, Jalan SS20/27, PETALING JAYA",2026,942161
MALLI20261004,SHUANG HOR ENTERPRISE (M) SDN. BHD.,W.P. Kuala Lumpur,52200,03-62758818,"NO. 54, JALAN TAGO 2, TAMAN PERINDUSTRIAN TAGO, SRI DAMANSARA, KUALA LUMPUR",2026,55892
MALLI20260649,BIO-LIFE MARKETING SDN. BHD.,Selangor,47301,603-7499 7999,"B-28-02, THE ASCENT, PARADIGM, NO. 1, JALAN SS7/26A, KELANA JAYA, , PETALING JAYA",2026,1146741
MALLI20260706,MEDERIS SDN. BHD.,W.P. Kuala Lumpur,50470,03-22762626,"29-15, Q Sentral, No. 2A, Jalan Stesen Sentral 2, , KUALA LUMPUR",2026,1270935
MALLI20261095A,Gladron Chemicals Sdn Bhd,Selangor,40400,603 - 51918989,"No. 7, Jalan TP7, UEP Industrial Park, , SHAH ALAM",2026,11819
MALLI20262410A,FTA PHARMA SDN. BHD.,Selangor,47301,,"C-9-13A, C-9-16, C-9-35, CENTUM @ OASIS CORPORATE PARK, JALAN PJU 1A/2, ARA DAMANSARA, PETALING JAYA",2026,1335719
MALLI20260647,TWINS HEALTHCARE PRODUCT,Pulau Pinang,10300,042615264,"264, VICTORIA STREET, , , GEORGETOWN",2026,1033708
MALLI20262258,HBL (M) SDN BHD,W.P. Kuala Lumpur,50450,,"4F, WISMA CHINESE CHAMBER, 258, JALAN AMPANG, , KUALA LUMPUR",2026,1335318
MALLI20260658,WONG`S NATURE CURE CENTRE,Selangor,47301,03-76515151,"Unit C-1-02, Centum @ Oasis Corporate Park, 1st Floor, Jalan PJU 1A/2, Ara Damansara, PETALING JAYA",2026,1115123
MALLI20260748A,JNTL (MALAYSIA) SDN. BHD.,Selangor,46050,,"LOT 3 & 5, JALAN TANDANG, , , PETALING JAYA",2026,1271665
MALLI20260652A,F.E. VENTURE SDN. BHD.,Selangor,46150,03-56333493,"Lot 3 & 5, Jalan PJS 11/8, Bandar Sunway, , , PETALING JAYA",2026,1041321
MALLI20260518,AYUR CENTRE SDN. BHD.,Selangor,46200,03-7954 2899,"No. 8, Jalan Utara, , , PETALING JAYA",2026,75827
MALLI20260750,Protech Health Sciences (M) Sdn Bhd,W.P. Kuala Lumpur,58200,,"Unit 12-01, Menara K1, Commerce One, Jalan 3/137C Off Jalan Klang Lama, Bedford Business Park, KUALA LUMPUR",2026,1145839
MALLI20261349A,ANTAH PHARMA SDN. BHD.,Selangor,46300,03-79567677,"NO. 3, JALAN 19/1, SEKSYEN 19, PETALING JAYA",2026,56263
MALLI20260564A,PROCTER & GAMBLE (MALAYSIA ) SDN.BHD.,Selangor,47810,03-77243218,"10TH FLOOR, SURIAN TOWER,                                    1, JALAN PJU 7/3,, MUTIARA DAMANSARA,, , PETALING JAYA",2026,34
MALLI20260558A,BAYER CO. (MALAYSIA) SDN. BHD.,Selangor,47400,603-78013088,"25-03 & 25-04, Level 25, IMAZIUM , No. 8, Jalan SS21/37, Damansara Uptown , , PETALING JAYA",2026,1205848
