reg_no,product,description,holder,manufacturer,date_reg,date_end
MAL08051644TC,MISTURA ZHONG TI SANGZHIHUZHANG,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL08051645TC,MISTURA ZHONG TI YANGYINQINGFEI,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL07101240T,SHUXIN KOUFUYE,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,HUBEI MINKANG PHARM. CO LTD,2013-05-30,2018-05-30
MAL08051646TC,MISTURA ZHONG TI SHANGKEDUZHONG,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL08051647TC,MISTURA ZHONG TI ZHIQING,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL08051648TC,MISTURA ZHONG TI LIANGGE,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL08051649TC,MISTURA ZHONG TI BAZHENYIMU,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL08051650TC,MISTURA ZHONG TI SHANGKERUXIANG,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL08051637T,FU ZEN TAN,NATURAL PRODUCT,SONG SUN HERBAL PRODUCT SDN BHD,SONG SUN HERBAL PRODUCT SDN BHD,2013-05-30,2018-05-30
MAL08051639TC,MISTURA ZHONG TI XINSU,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL08051634T,NEI XIAO TAN,NATURAL PRODUCT,SONG SUN HERBAL PRODUCT SDN BHD,SONG SUN HERBAL PRODUCT SDN BHD,2013-05-30,2018-05-30
MAL08051615TC,BioXlim Capsule 450mg,NATURAL PRODUCT,Herbal Zone International Sdn. Bhd.,POLENS (M) SDN. BHD.,2013-05-30,2018-05-30
MAL13055042TC,Masleo Manihot Plus,NATURAL PRODUCT,Masleo Sale & Marketing,GREEN CARE MANUFACTURE,2013-05-30,2018-05-30
MAL13055031TC,RnT HARMONY,NATURAL PRODUCT,Ibnu Sina Holistic Medicare Centre,Aning Resources Sdn Bhd (638107-x),2013-05-30,2018-05-30
MAL13055002TC,B-CARE IN NATURE,NATURAL PRODUCT,Ibnu Sina Holistic Medicare Centre,Aning Resources Sdn Bhd (638107-x),2013-05-30,2018-05-30
MAL13055032TC,MAJUTARA  tablet 180mg,NATURAL PRODUCT,Pusat Rawatan Homoeopathy Aziz,POLENS (M) SDN BHD,2013-05-30,2018-05-30
MAL08051651TC,MISTURA ZHONG TI HAIZAOYUHU,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-05-30,2018-05-30
MAL08051636T,TIAN NIAO TAN,NATURAL PRODUCT,SONG SUN HERBAL PRODUCT SDN BHD,SONG SUN HERBAL PRODUCT SDN BHD,2013-05-30,2018-05-30
MAL08051635T,MING CHU TAN,NATURAL PRODUCT,SONG SUN HERBAL PRODUCT SDN BHD,SONG SUN HERBAL PRODUCT SDN BHD,2013-05-30,2018-05-30
MAL13055040TC,NUR EFFENDI PRODUCTION TELUNJUK LANGIT PLUS capsule 300mg,NATURAL PRODUCT,NUR EFFENDY PRODUCTION SDN BHD,POLENS (M) SDN BHD,2013-05-30,2018-05-30
MAL20033367X,MANNITOL 20% INTRAVENOUS INJECTION 500ML,NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2013-05-31,2018-05-31
MAL20033433TC,BIOHERBA AKI,NATURAL PRODUCT,AGRO BIO TRADING,ORIENT LABORATORIES SDN. BHD.,2013-05-31,2018-05-31
MAL20033367X,MANNITOL 20% INTRAVENOUS INJECTION 500ML,NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2013-05-31,2018-05-31
MAL20033422TC,TRADITIONAL JUN GING POWDER,NATURAL PRODUCT,GMP PRODUCTS MARKETING SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2013-05-31,2018-05-31
MAL20032081TE,NU-PREP 125MG,NATURAL PRODUCT,Biotropics Malaysia Berhad,PHYTES BIOTEK SDN. BHD.,2013-06-02,2018-06-02
MAL20033555TC,Qing Re Bao,NATURAL PRODUCT,WAN YEEN TRADING SDN. BHD.,QD HERBS SDN. BHD.,2013-06-22,2018-06-22
MAL20033597T,GNC GINSENG GOLD-KOREAN WHITE GINSENG ROOT CAPSULE 500MG,NATURAL PRODUCT,ONI Global (Malaysia) Sdn Bhd,NUTRA MANUFACTURING INC,2013-06-22,2018-06-22
MAL08061675XZ,Dextran + Hypromellose Gentle Tears,NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2013-06-27,2018-06-27
MAL08061640T,BiShuShi Tablets,NATURAL PRODUCT,BUMARI SDN. BHD.,Guang Dong Province Hui Zhou City Chinese Medicine Factory Co.Ltd,2013-06-27,2018-06-27
MAL08061675XZ,Dextran + Hypromellose Gentle Tears,NON PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2013-06-27,2018-06-27
MAL13075010TC,HERBA  SORF WARISAN BUMIKU,NATURAL PRODUCT,Warisan Bumiku Enterprise,POLENS (M) SDN BHD,2013-07-08,2018-07-08
MAL13075009TC,HERBA HARWANIS WARISAN BUMIKU,NATURAL PRODUCT,Warisan Bumiku Enterprise,POLENS (M) SDN BHD,2013-07-08,2018-07-08
MAL13075030TC,N-Imana K'Ros Capsule,NATURAL PRODUCT,N IMANA PRODUCT,SABIT BANANI INDUSTRIES SDN BHD,2013-07-25,2018-07-25
MAL13075039TC,MIL CAPSULE,NATURAL PRODUCT,DYNAMIC HEALTH TRADING,QD HERBS SDN. BHD.,2013-07-25,2018-07-25
MAL20033816T,YAN YIN POH,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2013-07-27,2018-07-27
MAL20033880TC,LAM LEE YUEN PEARL  PAI FENG WAN (PIL BESAR),NATURAL PRODUCT,WENG HUP HENG MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2013-07-27,2018-07-27
MAL20033708T,FEMILO,NATURAL PRODUCT,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.,2013-07-27,2018-07-27
MAL20033817T,ANGELICARE (WOMEN`S FORMULA),NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2013-07-27,2018-07-27
MAL20033819T,PINK LADY,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2013-07-27,2018-07-27
MAL20033818T,GOLDEN LADY,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2013-07-27,2018-07-27
MAL08080468T,Ginkgold 120mg Capsule,NATURAL PRODUCT,WINWA MEDICAL SDN. BHD.,WINWA MEDICAL SDN. BHD.,2013-08-05,2018-08-05
MAL08080433TC,MISTURA JINGFANGBAIDU (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080434TC,MISTURA ZHONG TI WUWEIXIAODU,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080435TC,MISTURA QIANGHUOSHENGSHI (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080436TC,MISTURA BAOHE (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080437TC,MISTURA YUNU (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080439TC,MISTURA YINCHENHAO (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080440TC,MISTURA LIUYI (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080441TC,MISTURA BAIHU (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080447TC,MISTURA ZHONG TI XUEPING,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080442TC,MISTURA TIANWANGBUXIN (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080443TC,MISTURA FUFANGJIEGENG (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080445TC,MISTURA YUPINGFENG (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080446TC,MISTURA TAORENCHENGQI (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL08080444TC,MISTURA SIJUNZI (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-05,2018-08-05
MAL19986786T,BIO HERBS SERIES WAI JIANG MK9 NA-CON COMPLEX,NATURAL PRODUCT,MOUNT KINABALU HERBAL HOUSE,QD HERBS SDN. BHD.,2013-08-10,2018-08-10
MAL20033996ARZ,MAGNEVIST INJECTION 30ML,NON PRESCRIPTION,BAYER CO. (MALAYSIA) SDN. BHD.,Bayer Pharma AG.,2013-08-24,2018-08-24
MAL20033997ARZ,MAGNEVIST INJECTION 100ML,NON PRESCRIPTION,BAYER CO. (MALAYSIA) SDN. BHD.,Bayer Pharma AG.,2013-08-24,2018-08-24
MAL20034109TC,GOLDEN CITY BRAND CHUI FENG SO HUP WAN (PIL BESAR),NATURAL PRODUCT,WENG HUP HENG MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2013-08-24,2018-08-24
MAL20034104T,DAICODAL CAPSULE,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2013-08-24,2018-08-24
MAL20034090T,BIO HERBS SERIES WAI JIANG MK10 C AND C COMPLEX,NATURAL PRODUCT,MOUNT KINABALU HERBAL HOUSE,QD HERBS SDN. BHD.,2013-08-24,2018-08-24
MAL20033984TC,PILL FONG SAR CAP NAGA,NATURAL PRODUCT,CHAN FUI LOONG MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2013-08-24,2018-08-24
MAL08082529TC,Goldleaf Xiao Ke Bao,NATURAL PRODUCT,Goldenleaf Enterprise,SYARIKAT WEN KEN DRUG SDN. BHD.,2013-08-29,2018-08-29
MAL20020764T,MANSTO,NATURAL PRODUCT,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.,2013-08-29,2018-08-29
MAL08082490TC,MISTURA SHENQI (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-29,2018-08-29
MAL20020762T,MEMOWIN,NATURAL PRODUCT,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.,2013-08-29,2018-08-29
MAL08082502TC,De Segar SEGARAPAT,NATURAL PRODUCT,Akman Services,PENAWAR INDUSTRIES SDN. BHD.,2013-08-29,2018-08-29
MAL08082482TC,MISTURA JINYINHUA (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-29,2018-08-29
MAL20020761T,RESTORA,NATURAL PRODUCT,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.,2013-08-29,2018-08-29
MAL08082491TC,MISTURA  WUZIYANZONG (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-29,2018-08-29
MAL08082478TC,MISTURA HESHOUWUDABU (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-29,2018-08-29
MAL08082479TC,MISTURA XIAOYAO (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-29,2018-08-29
MAL08082481TC,MISTURA JIANBI (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-29,2018-08-29
MAL08082498TC,"DE SEGAR CY""NUS HERBS",NATURAL PRODUCT,Akman Services,PENAWAR INDUSTRIES SDN. BHD.,2013-08-29,2018-08-29
MAL08082480TC,MISTURA WEI JING (ZHONG TI ),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-08-29,2018-08-29
MAL08082501TC,De Segar FLUSH,NATURAL PRODUCT,Akman Services,PENAWAR INDUSTRIES SDN. BHD.,2013-08-29,2018-08-29
MAL08082499TC,De Segar BIO F 10,NATURAL PRODUCT,Akman Services,PENAWAR INDUSTRIES SDN. BHD.,2013-08-29,2018-08-29
MAL19870539AZ,ZORALONE SYRUP 3MG/5ML,PRESCRIPTION,HOE PHARMACEUTICALS SDN. BHD.,HOE PHARMACEUTICALS SDN. BHD.,2013-09-04,2018-09-04
MAL08091426TC,MISTURA ZHONG TI CHUANXIONGCHATIAO,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-09-26,2018-09-26
MAL13095004NC,Centrum Silver Multivitamin-Multimineral Plus Lutein and Lycopene,HEALTH SUPPLEMENT,PFIZER (MALAYSIA) SDN. BHD.,WYETH PHARMACEUTICAL CO. LTD,2013-09-26,2018-09-26
MAL08091425TC,MISTURA LONGDANXIEGAN (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-09-26,2018-09-26
MAL08091423TCR,BLACKMORES COLD COMBAT TABLET,NATURAL PRODUCT,BLACKMORES (MALAYSIA) SDN. BHD.,Lipa Pharmaceuticals Limited,2013-09-26,2018-09-26
MAL13095092TC,MAHANUR NUUR HERBS,NATURAL PRODUCT,Seri Mahanur Enterprise,Aning Resources Sdn Bhd (638107-x),2013-09-26,2018-09-26
MAL13095003NC,Centrum Multivitamin-Multimineral Plus Lutein and Lycopene,HEALTH SUPPLEMENT,PFIZER (MALAYSIA) SDN. BHD.,WYETH PHARMACEUTICAL CO. LTD,2013-09-26,2018-09-26
MAL13095033TC,DSY Hepa Tonic,NATURAL PRODUCT,DSY WELLNESS & LONGEVITY CENTER SDN BHD,Aning Resources Sdn Bhd (638107-x),2013-09-26,2018-09-26
MAL20034259T,ASMITO,NATURAL PRODUCT,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.,2013-10-05,2018-10-05
MAL19987982X,OCUSOL (BALANCED SALT SOLUTION),NON PRESCRIPTION,MEDICOPTIC SUPPLIES SDN. BHD.,A.N.B. LABS,2013-10-26,2018-10-26
MAL19988414T,SERBUK HERBA TAMRA,NATURAL PRODUCT,ELPAR HERBS SDN. BHD.,ELPAR HERBS SDN. BHD.,2013-10-27,2018-10-27
MAL08101468T,Spirulina Capsule 500mg,NATURAL PRODUCT,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,2013-10-31,2018-10-31
MAL08101470TC,"Tongkat Ali Essence, 350mg",NATURAL PRODUCT,Quality Brand Sdn Bhd,THE ORIGIN FOODS SDN. BHD.,2013-10-31,2018-10-31
MAL13115075T,Tonik Herba Gamat Complex,NATURAL PRODUCT,SERUNTUN JAYA ENTERPRISE,SERUNTUN JAYA ENTERPRISE,2013-11-06,2018-11-06
MAL13115083T,BIODEX Noni Chewable Tablet 100mg (Grape Flavour),NATURAL PRODUCT,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,2013-11-06,2018-11-06
MAL13115109T,Minyak Gamat Herbanika,NATURAL PRODUCT,WARISAN GAMAT ASLI LANGKAWI,WARISAN GAMAT ASLI LANGKAWI,2013-11-06,2018-11-06
MAL08111833T,Saw Palmetto Extract Plus Capsule,NATURAL PRODUCT,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,2013-11-28,2018-11-28
MAL08111874TC,Bam Serai Plus,NATURAL PRODUCT,Sireh Lagenda Industries Sdn.bhd.,PENAWAR INDUSTRIES SDN. BHD.,2013-11-28,2018-11-28
MAL08111825TC,MISTURA FUYUANHUOXUE (ZHONG TI),NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD,2013-11-28,2018-11-28
MAL13115145T,THOYYIB MEN CAPSULE 300mg,NATURAL PRODUCT,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,2013-11-28,2018-11-28
MAL08111818T,Men Vitality Tablet 250mg,NATURAL PRODUCT,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,THOYYIB PHARMA INDUSTRIES (M) SDN. BHD.,2013-11-28,2018-11-28
MAL08101562TC,RITOW CORDYCEPS CAPSULE,NATURAL PRODUCT,Ritow Biotechnology(malaysia)sdn Bhd,PB NATUR SDN. BHD.,2013-12-16,2018-12-16
MAL08091433TC,RITOW CORDYCEPS POWDER SACHET,NATURAL PRODUCT,Ritow Biotechnology(malaysia)sdn Bhd,PB NATUR SDN. BHD.,2013-12-16,2018-12-16
MAL08120835TC,BANLANGEN KELI,NATURAL PRODUCT,ZHONG TI ENTERPRISE SDN. BHD.,HUBEI MINKANG PHARM. CO LTD,2013-12-19,2018-12-19
MAL08120840T,MOXA,NATURAL PRODUCT,MOXIS HERBAL INDUSTRIES SDN BHD,Moxis Herbal Industries Sdn. Bhd.,2013-12-19,2018-12-19
MAL20034706T,LKH NATURAL LINGZHI,NATURAL PRODUCT,DECHOICE SDN BHD,DECHOICE SDN BHD,2013-12-26,2018-12-26
MAL20034867XCR,VITAHEALTH SELENIUM VITAPLUS TABLET,HEALTH SUPPLEMENT,VITAHEALTH BIOTECH SDN BHD,"ADH HEALTH PRODUCTS, INC",2013-12-26,2018-12-26
MAL20034862XCR,BiO-LiFE Bio-Zinc Complex Tablets,HEALTH SUPPLEMENT,BIO-LIFE MARKETING SDN. BHD.,Lipa Pharmaceuticals Limited,2013-12-26,2018-12-26
MAL20034861X,CONSULF CAPSULES,NON PRESCRIPTION,AV MANUFACTURING SDN.BHD,AV MANUFACTURING SDN.BHD,2013-12-26,2018-12-26
MAL14015047TC,algaPrima Alga Spirulina,NATURAL PRODUCT,ALGA PRIMA SDN BHD,BIOALPHA INTERNATIONAL SDN BHD,2014-01-23,2019-01-23
MAL20142377TE,TJ PHARMA TONGKAT ALI PERFOMA,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,2014-01-23,2019-01-24
MAL09011419AZ,Hivent 1mg/mL Solution for Nebulization,PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2014-01-30,2019-01-30
MAL20040007T,MICRO TRON,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2014-01-30,2019-01-30
MAL09011419AZ,Hivent 1mg/mL Solution for Nebulization,PRESCRIPTION,POLYLAB BIOTECH SDN. BHD.,EURO-MED LABS PHIL.INC,2014-01-30,2019-01-30
MAL20040122T,H-RELIFF,NATURAL PRODUCT,ANING RESOURCES SDN. BHD.,ANING RESOURCES SDN. BHD.,2014-01-30,2019-01-30
MAL20040059TC,KAPSUL HALIA TRIMIK PLUS,NATURAL PRODUCT,NAJILA COSMETIC & MARKETING,JABBAR HERBS MANUFACTURING SDN. BHD.,2014-01-30,2019-01-30
MAL20040052T,EASTERN YIN XIONG,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2014-01-30,2019-01-30
MAL20040083T,GOLDEN THROAT HERBAL LOZENGE,NATURAL PRODUCT,FRIST MARKETING,GUANGXI JINSANGZI COMPANY LIMITED (GUANGXI GOLDEN THROAT CO.LTD),2014-01-30,2019-01-30
MAL20040060TC,BLACK SEED CAPSULE,NATURAL PRODUCT,NAJILA COSMETIC & MARKETING,JABBAR HERBS MANUFACTURING SDN. BHD.,2014-01-30,2019-01-30
MAL20040053T,SS LOOK,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2014-01-30,2019-01-30
MAL19990116AEZ,BREATHE EASE SYRUP,PRESCRIPTION,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD,2014-02-01,2019-02-01
MAL14025003ACZ,Abstral 100 microgram sublingual tablets,NEW CHEMICAL ENTITY,A. MENARINI SINGAPORE PTE. LTD.,Recipharm Stockholm AB,2014-02-27,2019-02-27
MAL20040235AZ,LIDOCAINE HYDROCHLORIDE 2% SOLUTION FOR INJECTION 2ML,PRESCRIPTION,SRI SUYAN SDN. BHD.,EURO-MED LABS PHIL.INC,2014-02-27,2019-02-27
MAL14025062TC,Infinitree 1,NATURAL PRODUCT,HEAVEN SECRETS SDN BHD,TPM BIOTECH SDN BHD,2014-02-27,2019-02-27
MAL20040286T,Traditional Lady Gold,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2014-02-27,2019-02-27
MAL14025005ACZ,Abstral 400 microgram sublingual tablets,NEW CHEMICAL ENTITY,A. MENARINI SINGAPORE PTE. LTD.,Recipharm Stockholm AB,2014-02-27,2019-02-27
MAL14025004ACZ,Abstral 200 microgram sublingual tablets,NEW CHEMICAL ENTITY,A. MENARINI SINGAPORE PTE. LTD.,Recipharm Stockholm AB,2014-02-27,2019-02-27
MAL20040236AZ,LIDOCAINE HYDROCHLORIDE 2% SOLUTION FOR INJECTION 5ML,PRESCRIPTION,SRI SUYAN SDN. BHD.,EURO-MED LABS PHIL.INC,2014-02-27,2019-02-27
MAL20040285T,TONGER,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2014-02-27,2019-02-27
MAL20040284T,TAZAI PAK FONG,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2014-02-27,2019-02-27
MAL20040297TC,LAM LEE YUEN PEARL PAI FENG WAN (PIL KECIL),NATURAL PRODUCT,WENG HUP HENG MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2014-02-27,2019-02-27
MAL20040301T,PRO-KEY,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2014-02-27,2019-02-27
MAL20040238AZ,LIDOCAINE HYDROCHLORIDE 2% SOLUTION FOR INJECTION 20ML,PRESCRIPTION,SRI SUYAN SDN. BHD.,EURO-MED LABS PHIL.INC,2014-02-27,2019-02-27
MAL20040283T,GOLDEN PAK FONG,NATURAL PRODUCT,SAGA RAYA NATURAL HERBAL SDN BHD,SAGA RAYA NATURAL HERBAL SDN BHD,2014-02-27,2019-02-27
MAL20040238AZ,LIDOCAINE HYDROCHLORIDE 2% SOLUTION FOR INJECTION 20ML,PRESCRIPTION,SRI SUYAN SDN. BHD.,EURO-MED LABS PHIL.INC,2014-02-27,2019-02-27
MAL19990410TC,Hou Tong Wan (Swan Hee Brand) Capsule,NATURAL PRODUCT,VIEN KHENG TRADING,Sin Hup Heng Medicine Manufacturing Sdn Bhd,2014-03-01,2019-03-01
MAL19990335XCR,PRIMOLIN GOLD VEGICAPS SOFT CAPSULE,HEALTH SUPPLEMENT,VITAHEALTH MALAYSIA SDN. BHD.,CATALENT AUSTRALIA PTY LTD,2014-03-01,2019-03-01
MAL19990456TC,ER SU AN SYRUP,NATURAL PRODUCT,HONYI TRADING,DYNAPHARM HERBAL (M) SDN. BHD.,2014-03-01,2019-03-01
MAL20040600T,SLIMAS POWDER,NATURAL PRODUCT,Yamni Industry,JABBAR HERBS MANUFACTURING SDN. BHD.,2014-03-26,2019-03-26
MAL14035028TC,M.A ORYZA SATIVA PLUS CAPSULE 500MG,NATURAL PRODUCT,MA ANUGERAH (K) SDN BHD,SABIT BANANI INDUSTRIES SDN BHD,2014-03-27,2019-03-27
MAL09032122T,"ESSENCE OF BIRD""S NEST GINSENG & CORDYCEPS",NATURAL PRODUCT,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.,2014-03-27,2019-03-27
MAL09032042X,Appeton Multivitamin Hi-Q Taurine Syrup,HEALTH SUPPLEMENT,KOTRA PHARMA (M) SDN. BHD.,KOTRA PHARMA (M) SDN. BHD.,2014-03-27,2019-03-27
MAL09032118T,UBAT AIR DEMAM PANAS,NATURAL PRODUCT,HERCULEAN FOOD INDUSTRIES SDN. BHD.,HERCULEAN FOOD INDUSTRIES SDN. BHD.,2014-03-27,2019-03-27
MAL09032156TC,Minyak Buah Merah,NATURAL PRODUCT,Infobiotech Life Sdn Bhd,ANING RESOURCES SDN. BHD.,2014-03-27,2019-03-27
MAL14055179T,JIAI IMPERIAL PLUS,NATURAL PRODUCT,Sheju (m) Sdn Bhd,"Umeken Co., Ltd",2014-03-31,2019-03-31
MAL19940110X,CALCIUM CARBONATE CAPSULE,NON PRESCRIPTION,CHULIA PHARMA SDN BHD,CHULIA PHARMA SDN BHD,2014-04-06,2019-04-06
MAL19940152X,NOFLUX TABLET,NON PRESCRIPTION,Y.S.P. INDUSTRIES (M) SDN. BHD.,Y.S.P. INDUSTRIES (M) SDN. BHD.,2014-04-06,2019-04-06
MAL20040864TC,SEAL BRAND HERBAL OIL,NATURAL PRODUCT,CHAN KAM MOON MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,2014-04-30,2019-04-30
